tile_name,region,source_key,union_building_area_m2,union_building_coverage,feature_count,folder,shp
tile_013706,Guangdong,row=507;col=750,100930.509,0.385019,267,D:\桌面\dac\512mdata\tile_013706,D:\桌面\dac\512mdata\tile_013706\tile_013706.shp
tile_013707,Guangdong,row=507;col=751,78600.942,0.299839,155,D:\桌面\dac\512mdata\tile_013707,D:\桌面\dac\512mdata\tile_013707\tile_013707.shp
tile_013708,Guangdong,row=507;col=753,60300.126,0.230027,148,D:\桌面\dac\512mdata\tile_013708,D:\桌面\dac\512mdata\tile_013708\tile_013708.shp
tile_013709,Guangdong,row=507;col=754,62349.083,0.237843,130,D:\桌面\dac\512mdata\tile_013709,D:\桌面\dac\512mdata\tile_013709\tile_013709.shp
tile_013710,Guangdong,row=507;col=755,82847.909,0.316040,179,D:\桌面\dac\512mdata\tile_013710,D:\桌面\dac\512mdata\tile_013710\tile_013710.shp
tile_013711,Guangdong,row=507;col=756,69874.658,0.266551,170,D:\桌面\dac\512mdata\tile_013711,D:\桌面\dac\512mdata\tile_013711\tile_013711.shp
tile_013712,Guangdong,row=507;col=758,57738.724,0.220256,312,D:\桌面\dac\512mdata\tile_013712,D:\桌面\dac\512mdata\tile_013712\tile_013712.shp
tile_013713,Guangdong,row=507;col=761,63694.614,0.242976,224,D:\桌面\dac\512mdata\tile_013713,D:\桌面\dac\512mdata\tile_013713\tile_013713.shp
tile_013714,Guangdong,row=507;col=765,59795.358,0.228101,158,D:\桌面\dac\512mdata\tile_013714,D:\桌面\dac\512mdata\tile_013714\tile_013714.shp
tile_013715,Guangdong,row=507;col=767,86113.161,0.328496,178,D:\桌面\dac\512mdata\tile_013715,D:\桌面\dac\512mdata\tile_013715\tile_013715.shp
tile_013716,Guangdong,row=507;col=773,78986.000,0.301308,184,D:\桌面\dac\512mdata\tile_013716,D:\桌面\dac\512mdata\tile_013716\tile_013716.shp
tile_013717,Guangdong,row=507;col=774,90265.591,0.344336,149,D:\桌面\dac\512mdata\tile_013717,D:\桌面\dac\512mdata\tile_013717\tile_013717.shp
tile_013718,Guangdong,row=507;col=775,58285.112,0.222340,212,D:\桌面\dac\512mdata\tile_013718,D:\桌面\dac\512mdata\tile_013718\tile_013718.shp
tile_013719,Guangdong,row=507;col=777,53915.129,0.205670,290,D:\桌面\dac\512mdata\tile_013719,D:\桌面\dac\512mdata\tile_013719\tile_013719.shp
tile_013720,Guangdong,row=507;col=778,58740.646,0.224078,169,D:\桌面\dac\512mdata\tile_013720,D:\桌面\dac\512mdata\tile_013720\tile_013720.shp
tile_013721,Guangdong,row=507;col=779,60465.705,0.230658,236,D:\桌面\dac\512mdata\tile_013721,D:\桌面\dac\512mdata\tile_013721\tile_013721.shp
tile_013722,Guangdong,row=507;col=780,100338.181,0.382760,377,D:\桌面\dac\512mdata\tile_013722,D:\桌面\dac\512mdata\tile_013722\tile_013722.shp
tile_013723,Guangdong,row=507;col=852,75027.098,0.286206,144,D:\桌面\dac\512mdata\tile_013723,D:\桌面\dac\512mdata\tile_013723\tile_013723.shp
tile_013724,Guangdong,row=507;col=853,66893.509,0.255178,138,D:\桌面\dac\512mdata\tile_013724,D:\桌面\dac\512mdata\tile_013724\tile_013724.shp
tile_013725,Guangdong,row=507;col=854,60370.581,0.230295,134,D:\桌面\dac\512mdata\tile_013725,D:\桌面\dac\512mdata\tile_013725\tile_013725.shp
tile_013726,Guangdong,row=507;col=855,59392.126,0.226563,145,D:\桌面\dac\512mdata\tile_013726,D:\桌面\dac\512mdata\tile_013726\tile_013726.shp
tile_013727,Guangdong,row=507;col=856,69895.584,0.266630,139,D:\桌面\dac\512mdata\tile_013727,D:\桌面\dac\512mdata\tile_013727\tile_013727.shp
tile_013728,Guangdong,row=507;col=857,53406.686,0.203730,177,D:\桌面\dac\512mdata\tile_013728,D:\桌面\dac\512mdata\tile_013728\tile_013728.shp
tile_013729,Guangdong,row=507;col=861,63189.269,0.241048,173,D:\桌面\dac\512mdata\tile_013729,D:\桌面\dac\512mdata\tile_013729\tile_013729.shp
tile_013730,Guangdong,row=507;col=863,56775.674,0.216582,243,D:\桌面\dac\512mdata\tile_013730,D:\桌面\dac\512mdata\tile_013730\tile_013730.shp
tile_013731,Guangdong,row=507;col=880,58318.845,0.222469,248,D:\桌面\dac\512mdata\tile_013731,D:\桌面\dac\512mdata\tile_013731\tile_013731.shp
tile_013732,Guangdong,row=507;col=881,86283.637,0.329146,326,D:\桌面\dac\512mdata\tile_013732,D:\桌面\dac\512mdata\tile_013732\tile_013732.shp
tile_013733,Guangdong,row=507;col=882,111697.167,0.426091,939,D:\桌面\dac\512mdata\tile_013733,D:\桌面\dac\512mdata\tile_013733\tile_013733.shp
tile_013734,Guangdong,row=507;col=883,66817.915,0.254890,422,D:\桌面\dac\512mdata\tile_013734,D:\桌面\dac\512mdata\tile_013734\tile_013734.shp
tile_013735,Guangdong,row=507;col=884,89675.595,0.342085,823,D:\桌面\dac\512mdata\tile_013735,D:\桌面\dac\512mdata\tile_013735\tile_013735.shp
tile_013736,Guangdong,row=507;col=885,68534.285,0.261438,295,D:\桌面\dac\512mdata\tile_013736,D:\桌面\dac\512mdata\tile_013736\tile_013736.shp
tile_013737,Guangdong,row=507;col=886,68468.878,0.261188,331,D:\桌面\dac\512mdata\tile_013737,D:\桌面\dac\512mdata\tile_013737\tile_013737.shp
tile_013738,Guangdong,row=507;col=887,58634.372,0.223672,474,D:\桌面\dac\512mdata\tile_013738,D:\桌面\dac\512mdata\tile_013738\tile_013738.shp
tile_013739,Guangdong,row=507;col=888,53645.751,0.204642,246,D:\桌面\dac\512mdata\tile_013739,D:\桌面\dac\512mdata\tile_013739\tile_013739.shp
tile_013740,Guangdong,row=507;col=893,59278.069,0.226128,162,D:\桌面\dac\512mdata\tile_013740,D:\桌面\dac\512mdata\tile_013740\tile_013740.shp
tile_013741,Guangdong,row=507;col=894,84798.060,0.323479,255,D:\桌面\dac\512mdata\tile_013741,D:\桌面\dac\512mdata\tile_013741\tile_013741.shp
tile_013742,Guangdong,row=507;col=895,79228.218,0.302232,245,D:\桌面\dac\512mdata\tile_013742,D:\桌面\dac\512mdata\tile_013742\tile_013742.shp
tile_013743,Guangdong,row=507;col=897,53887.126,0.205563,269,D:\桌面\dac\512mdata\tile_013743,D:\桌面\dac\512mdata\tile_013743\tile_013743.shp
tile_013744,Guangdong,row=507;col=901,57781.592,0.220419,279,D:\桌面\dac\512mdata\tile_013744,D:\桌面\dac\512mdata\tile_013744\tile_013744.shp
tile_013745,Guangdong,row=507;col=905,57216.730,0.218265,396,D:\桌面\dac\512mdata\tile_013745,D:\桌面\dac\512mdata\tile_013745\tile_013745.shp
tile_013746,Guangdong,row=507;col=910,63158.250,0.240930,309,D:\桌面\dac\512mdata\tile_013746,D:\桌面\dac\512mdata\tile_013746\tile_013746.shp
tile_013747,Guangdong,row=507;col=916,67694.686,0.258235,326,D:\桌面\dac\512mdata\tile_013747,D:\桌面\dac\512mdata\tile_013747\tile_013747.shp
tile_013748,Guangdong,row=507;col=917,74289.881,0.283393,289,D:\桌面\dac\512mdata\tile_013748,D:\桌面\dac\512mdata\tile_013748\tile_013748.shp
tile_013749,Guangdong,row=507;col=918,62006.000,0.236534,395,D:\桌面\dac\512mdata\tile_013749,D:\桌面\dac\512mdata\tile_013749\tile_013749.shp
tile_013750,Guangdong,row=507;col=919,85693.640,0.326895,469,D:\桌面\dac\512mdata\tile_013750,D:\桌面\dac\512mdata\tile_013750\tile_013750.shp
tile_013751,Guangdong,row=507;col=920,88269.846,0.336723,514,D:\桌面\dac\512mdata\tile_013751,D:\桌面\dac\512mdata\tile_013751\tile_013751.shp
tile_013752,Guangdong,row=507;col=922,78197.186,0.298299,487,D:\桌面\dac\512mdata\tile_013752,D:\桌面\dac\512mdata\tile_013752\tile_013752.shp
tile_013753,Guangdong,row=507;col=923,92724.778,0.353717,890,D:\桌面\dac\512mdata\tile_013753,D:\桌面\dac\512mdata\tile_013753\tile_013753.shp
tile_013754,Guangdong,row=507;col=924,73524.907,0.280475,478,D:\桌面\dac\512mdata\tile_013754,D:\桌面\dac\512mdata\tile_013754\tile_013754.shp
tile_013755,Guangdong,row=507;col=927,84409.722,0.321998,286,D:\桌面\dac\512mdata\tile_013755,D:\桌面\dac\512mdata\tile_013755\tile_013755.shp
tile_013756,Guangdong,row=507;col=928,85109.044,0.324665,308,D:\桌面\dac\512mdata\tile_013756,D:\桌面\dac\512mdata\tile_013756\tile_013756.shp
tile_013757,Guangdong,row=507;col=929,103430.887,0.394558,510,D:\桌面\dac\512mdata\tile_013757,D:\桌面\dac\512mdata\tile_013757\tile_013757.shp
tile_013758,Guangdong,row=507;col=946,96478.011,0.368034,353,D:\桌面\dac\512mdata\tile_013758,D:\桌面\dac\512mdata\tile_013758\tile_013758.shp
tile_013759,Guangdong,row=507;col=952,88996.006,0.339493,346,D:\桌面\dac\512mdata\tile_013759,D:\桌面\dac\512mdata\tile_013759\tile_013759.shp
tile_013760,Guangdong,row=507;col=953,69826.105,0.266365,199,D:\桌面\dac\512mdata\tile_013760,D:\桌面\dac\512mdata\tile_013760\tile_013760.shp
tile_013761,Guangdong,row=507;col=954,63814.629,0.243433,141,D:\桌面\dac\512mdata\tile_013761,D:\桌面\dac\512mdata\tile_013761\tile_013761.shp
tile_013762,Guangdong,row=507;col=955,95280.974,0.363468,158,D:\桌面\dac\512mdata\tile_013762,D:\桌面\dac\512mdata\tile_013762\tile_013762.shp
tile_013763,Guangdong,row=507;col=956,70699.079,0.269696,162,D:\桌面\dac\512mdata\tile_013763,D:\桌面\dac\512mdata\tile_013763\tile_013763.shp
tile_013764,Guangdong,row=507;col=961,69613.692,0.265555,218,D:\桌面\dac\512mdata\tile_013764,D:\桌面\dac\512mdata\tile_013764\tile_013764.shp
tile_013765,Guangdong,row=507;col=962,59518.802,0.227046,316,D:\桌面\dac\512mdata\tile_013765,D:\桌面\dac\512mdata\tile_013765\tile_013765.shp
tile_013766,Guangdong,row=507;col=965,65296.347,0.249086,450,D:\桌面\dac\512mdata\tile_013766,D:\桌面\dac\512mdata\tile_013766\tile_013766.shp
tile_013767,Guangdong,row=507;col=971,61466.192,0.234475,293,D:\桌面\dac\512mdata\tile_013767,D:\桌面\dac\512mdata\tile_013767\tile_013767.shp
tile_013768,Guangdong,row=507;col=972,53564.096,0.204331,254,D:\桌面\dac\512mdata\tile_013768,D:\桌面\dac\512mdata\tile_013768\tile_013768.shp
tile_013769,Guangdong,row=507;col=977,65212.897,0.248767,315,D:\桌面\dac\512mdata\tile_013769,D:\桌面\dac\512mdata\tile_013769\tile_013769.shp
tile_013770,Guangdong,row=507;col=1203,100949.951,0.385094,1103,D:\桌面\dac\512mdata\tile_013770,D:\桌面\dac\512mdata\tile_013770\tile_013770.shp
tile_013771,Guangdong,row=508;col=672,55161.399,0.210424,158,D:\桌面\dac\512mdata\tile_013771,D:\桌面\dac\512mdata\tile_013771\tile_013771.shp
tile_013772,Guangdong,row=508;col=694,53467.446,0.203962,99,D:\桌面\dac\512mdata\tile_013772,D:\桌面\dac\512mdata\tile_013772\tile_013772.shp
tile_013773,Guangdong,row=508;col=700,79551.112,0.303463,553,D:\桌面\dac\512mdata\tile_013773,D:\桌面\dac\512mdata\tile_013773\tile_013773.shp
tile_013774,Guangdong,row=508;col=701,93612.026,0.357102,249,D:\桌面\dac\512mdata\tile_013774,D:\桌面\dac\512mdata\tile_013774\tile_013774.shp
tile_013775,Guangdong,row=508;col=702,137184.020,0.523316,217,D:\桌面\dac\512mdata\tile_013775,D:\桌面\dac\512mdata\tile_013775\tile_013775.shp
tile_013776,Guangdong,row=508;col=703,108922.987,0.415508,301,D:\桌面\dac\512mdata\tile_013776,D:\桌面\dac\512mdata\tile_013776\tile_013776.shp
tile_013777,Guangdong,row=508;col=715,56392.168,0.215119,137,D:\桌面\dac\512mdata\tile_013777,D:\桌面\dac\512mdata\tile_013777\tile_013777.shp
tile_013778,Guangdong,row=508;col=716,55717.935,0.212547,151,D:\桌面\dac\512mdata\tile_013778,D:\桌面\dac\512mdata\tile_013778\tile_013778.shp
tile_013779,Guangdong,row=508;col=717,75004.215,0.286118,755,D:\桌面\dac\512mdata\tile_013779,D:\桌面\dac\512mdata\tile_013779\tile_013779.shp
tile_013780,Guangdong,row=508;col=728,74813.847,0.285392,118,D:\桌面\dac\512mdata\tile_013780,D:\桌面\dac\512mdata\tile_013780\tile_013780.shp
tile_013781,Guangdong,row=508;col=729,77457.464,0.295477,555,D:\桌面\dac\512mdata\tile_013781,D:\桌面\dac\512mdata\tile_013781\tile_013781.shp
tile_013782,Guangdong,row=508;col=730,83739.185,0.319440,537,D:\桌面\dac\512mdata\tile_013782,D:\桌面\dac\512mdata\tile_013782\tile_013782.shp
tile_013783,Guangdong,row=508;col=731,110069.721,0.419883,522,D:\桌面\dac\512mdata\tile_013783,D:\桌面\dac\512mdata\tile_013783\tile_013783.shp
tile_013784,Guangdong,row=508;col=732,58571.989,0.223434,133,D:\桌面\dac\512mdata\tile_013784,D:\桌面\dac\512mdata\tile_013784\tile_013784.shp
tile_013785,Guangdong,row=508;col=733,93769.227,0.357701,217,D:\桌面\dac\512mdata\tile_013785,D:\桌面\dac\512mdata\tile_013785\tile_013785.shp
tile_013786,Guangdong,row=508;col=734,68281.029,0.260471,125,D:\桌面\dac\512mdata\tile_013786,D:\桌面\dac\512mdata\tile_013786\tile_013786.shp
tile_013787,Guangdong,row=508;col=737,75751.559,0.288969,233,D:\桌面\dac\512mdata\tile_013787,D:\桌面\dac\512mdata\tile_013787\tile_013787.shp
tile_013788,Guangdong,row=508;col=738,103562.497,0.395060,349,D:\桌面\dac\512mdata\tile_013788,D:\桌面\dac\512mdata\tile_013788\tile_013788.shp
tile_013789,Guangdong,row=508;col=740,56546.490,0.215708,443,D:\桌面\dac\512mdata\tile_013789,D:\桌面\dac\512mdata\tile_013789\tile_013789.shp
tile_013790,Guangdong,row=508;col=743,58195.542,0.221998,255,D:\桌面\dac\512mdata\tile_013790,D:\桌面\dac\512mdata\tile_013790\tile_013790.shp
tile_013791,Guangdong,row=508;col=745,52793.685,0.201392,111,D:\桌面\dac\512mdata\tile_013791,D:\桌面\dac\512mdata\tile_013791\tile_013791.shp
tile_013792,Guangdong,row=508;col=746,81052.100,0.309189,201,D:\桌面\dac\512mdata\tile_013792,D:\桌面\dac\512mdata\tile_013792\tile_013792.shp
tile_013793,Guangdong,row=508;col=748,63657.805,0.242835,274,D:\桌面\dac\512mdata\tile_013793,D:\桌面\dac\512mdata\tile_013793\tile_013793.shp
tile_013794,Guangdong,row=508;col=750,70798.027,0.270073,158,D:\桌面\dac\512mdata\tile_013794,D:\桌面\dac\512mdata\tile_013794\tile_013794.shp
tile_013795,Guangdong,row=508;col=751,92607.146,0.353268,167,D:\桌面\dac\512mdata\tile_013795,D:\桌面\dac\512mdata\tile_013795\tile_013795.shp
tile_013796,Guangdong,row=508;col=753,54179.212,0.206677,142,D:\桌面\dac\512mdata\tile_013796,D:\桌面\dac\512mdata\tile_013796\tile_013796.shp
tile_013797,Guangdong,row=508;col=763,70106.086,0.267433,170,D:\桌面\dac\512mdata\tile_013797,D:\桌面\dac\512mdata\tile_013797\tile_013797.shp
tile_013798,Guangdong,row=508;col=765,103360.701,0.394290,338,D:\桌面\dac\512mdata\tile_013798,D:\桌面\dac\512mdata\tile_013798\tile_013798.shp
tile_013799,Guangdong,row=508;col=766,64327.175,0.245389,156,D:\桌面\dac\512mdata\tile_013799,D:\桌面\dac\512mdata\tile_013799\tile_013799.shp
tile_013800,Guangdong,row=508;col=773,79849.557,0.304602,362,D:\桌面\dac\512mdata\tile_013800,D:\桌面\dac\512mdata\tile_013800\tile_013800.shp
tile_013801,Guangdong,row=508;col=774,69748.906,0.266071,307,D:\桌面\dac\512mdata\tile_013801,D:\桌面\dac\512mdata\tile_013801\tile_013801.shp
tile_013802,Guangdong,row=508;col=775,67328.861,0.256839,195,D:\桌面\dac\512mdata\tile_013802,D:\桌面\dac\512mdata\tile_013802\tile_013802.shp
tile_013803,Guangdong,row=508;col=776,56966.500,0.217310,174,D:\桌面\dac\512mdata\tile_013803,D:\桌面\dac\512mdata\tile_013803\tile_013803.shp
tile_013804,Guangdong,row=508;col=777,71566.718,0.273005,206,D:\桌面\dac\512mdata\tile_013804,D:\桌面\dac\512mdata\tile_013804\tile_013804.shp
tile_013805,Guangdong,row=508;col=778,64786.509,0.247141,182,D:\桌面\dac\512mdata\tile_013805,D:\桌面\dac\512mdata\tile_013805\tile_013805.shp
tile_013806,Guangdong,row=508;col=851,94693.289,0.361226,120,D:\桌面\dac\512mdata\tile_013806,D:\桌面\dac\512mdata\tile_013806\tile_013806.shp
tile_013807,Guangdong,row=508;col=852,83398.539,0.318140,223,D:\桌面\dac\512mdata\tile_013807,D:\桌面\dac\512mdata\tile_013807\tile_013807.shp
tile_013808,Guangdong,row=508;col=853,73944.394,0.282075,151,D:\桌面\dac\512mdata\tile_013808,D:\桌面\dac\512mdata\tile_013808\tile_013808.shp
tile_013809,Guangdong,row=508;col=854,83563.954,0.318771,229,D:\桌面\dac\512mdata\tile_013809,D:\桌面\dac\512mdata\tile_013809\tile_013809.shp
tile_013810,Guangdong,row=508;col=855,57662.359,0.219964,207,D:\桌面\dac\512mdata\tile_013810,D:\桌面\dac\512mdata\tile_013810\tile_013810.shp
tile_013811,Guangdong,row=508;col=856,112601.622,0.429541,749,D:\桌面\dac\512mdata\tile_013811,D:\桌面\dac\512mdata\tile_013811\tile_013811.shp
tile_013812,Guangdong,row=508;col=858,54106.939,0.206402,224,D:\桌面\dac\512mdata\tile_013812,D:\桌面\dac\512mdata\tile_013812\tile_013812.shp
tile_013813,Guangdong,row=508;col=861,66973.347,0.255483,247,D:\桌面\dac\512mdata\tile_013813,D:\桌面\dac\512mdata\tile_013813\tile_013813.shp
tile_013814,Guangdong,row=508;col=862,58696.623,0.223910,453,D:\桌面\dac\512mdata\tile_013814,D:\桌面\dac\512mdata\tile_013814\tile_013814.shp
tile_013815,Guangdong,row=508;col=864,64623.126,0.246518,183,D:\桌面\dac\512mdata\tile_013815,D:\桌面\dac\512mdata\tile_013815\tile_013815.shp
tile_013816,Guangdong,row=508;col=880,97469.085,0.371815,322,D:\桌面\dac\512mdata\tile_013816,D:\桌面\dac\512mdata\tile_013816\tile_013816.shp
tile_013817,Guangdong,row=508;col=881,89750.444,0.342371,274,D:\桌面\dac\512mdata\tile_013817,D:\桌面\dac\512mdata\tile_013817\tile_013817.shp
tile_013818,Guangdong,row=508;col=882,83687.219,0.319241,526,D:\桌面\dac\512mdata\tile_013818,D:\桌面\dac\512mdata\tile_013818\tile_013818.shp
tile_013819,Guangdong,row=508;col=883,79339.681,0.302657,370,D:\桌面\dac\512mdata\tile_013819,D:\桌面\dac\512mdata\tile_013819\tile_013819.shp
tile_013820,Guangdong,row=508;col=886,70898.562,0.270457,239,D:\桌面\dac\512mdata\tile_013820,D:\桌面\dac\512mdata\tile_013820\tile_013820.shp
tile_013821,Guangdong,row=508;col=888,85721.445,0.327001,221,D:\桌面\dac\512mdata\tile_013821,D:\桌面\dac\512mdata\tile_013821\tile_013821.shp
tile_013822,Guangdong,row=508;col=891,66687.644,0.254393,204,D:\桌面\dac\512mdata\tile_013822,D:\桌面\dac\512mdata\tile_013822\tile_013822.shp
tile_013823,Guangdong,row=508;col=892,72940.739,0.278247,186,D:\桌面\dac\512mdata\tile_013823,D:\桌面\dac\512mdata\tile_013823\tile_013823.shp
tile_013824,Guangdong,row=508;col=893,56409.092,0.215184,152,D:\桌面\dac\512mdata\tile_013824,D:\桌面\dac\512mdata\tile_013824\tile_013824.shp
tile_013825,Guangdong,row=508;col=894,62168.014,0.237152,343,D:\桌面\dac\512mdata\tile_013825,D:\桌面\dac\512mdata\tile_013825\tile_013825.shp
tile_013826,Guangdong,row=508;col=895,59873.661,0.228400,606,D:\桌面\dac\512mdata\tile_013826,D:\桌面\dac\512mdata\tile_013826\tile_013826.shp
tile_013827,Guangdong,row=508;col=896,72831.720,0.277831,395,D:\桌面\dac\512mdata\tile_013827,D:\桌面\dac\512mdata\tile_013827\tile_013827.shp
tile_013828,Guangdong,row=508;col=901,60965.215,0.232564,638,D:\桌面\dac\512mdata\tile_013828,D:\桌面\dac\512mdata\tile_013828\tile_013828.shp
tile_013829,Guangdong,row=508;col=905,55449.534,0.211523,461,D:\桌面\dac\512mdata\tile_013829,D:\桌面\dac\512mdata\tile_013829\tile_013829.shp
tile_013830,Guangdong,row=508;col=907,71062.914,0.271084,290,D:\桌面\dac\512mdata\tile_013830,D:\桌面\dac\512mdata\tile_013830\tile_013830.shp
tile_013831,Guangdong,row=508;col=908,85795.325,0.327283,391,D:\桌面\dac\512mdata\tile_013831,D:\桌面\dac\512mdata\tile_013831\tile_013831.shp
tile_013832,Guangdong,row=508;col=909,52865.627,0.201666,203,D:\桌面\dac\512mdata\tile_013832,D:\桌面\dac\512mdata\tile_013832\tile_013832.shp
tile_013833,Guangdong,row=508;col=910,84323.326,0.321668,356,D:\桌面\dac\512mdata\tile_013833,D:\桌面\dac\512mdata\tile_013833\tile_013833.shp
tile_013834,Guangdong,row=508;col=914,57545.777,0.219520,344,D:\桌面\dac\512mdata\tile_013834,D:\桌面\dac\512mdata\tile_013834\tile_013834.shp
tile_013835,Guangdong,row=508;col=915,65444.768,0.249652,313,D:\桌面\dac\512mdata\tile_013835,D:\桌面\dac\512mdata\tile_013835\tile_013835.shp
tile_013836,Guangdong,row=508;col=916,101555.961,0.387405,572,D:\桌面\dac\512mdata\tile_013836,D:\桌面\dac\512mdata\tile_013836\tile_013836.shp
tile_013837,Guangdong,row=508;col=917,72590.010,0.276909,329,D:\桌面\dac\512mdata\tile_013837,D:\桌面\dac\512mdata\tile_013837\tile_013837.shp
tile_013838,Guangdong,row=508;col=918,82476.713,0.314624,788,D:\桌面\dac\512mdata\tile_013838,D:\桌面\dac\512mdata\tile_013838\tile_013838.shp
tile_013839,Guangdong,row=508;col=922,103581.125,0.395131,874,D:\桌面\dac\512mdata\tile_013839,D:\桌面\dac\512mdata\tile_013839\tile_013839.shp
tile_013840,Guangdong,row=508;col=923,72222.410,0.275507,985,D:\桌面\dac\512mdata\tile_013840,D:\桌面\dac\512mdata\tile_013840\tile_013840.shp
tile_013841,Guangdong,row=508;col=924,68854.267,0.262658,467,D:\桌面\dac\512mdata\tile_013841,D:\桌面\dac\512mdata\tile_013841\tile_013841.shp
tile_013842,Guangdong,row=508;col=926,58843.635,0.224471,204,D:\桌面\dac\512mdata\tile_013842,D:\桌面\dac\512mdata\tile_013842\tile_013842.shp
tile_013843,Guangdong,row=508;col=928,88887.348,0.339078,400,D:\桌面\dac\512mdata\tile_013843,D:\桌面\dac\512mdata\tile_013843\tile_013843.shp
tile_013844,Guangdong,row=508;col=929,83294.726,0.317744,311,D:\桌面\dac\512mdata\tile_013844,D:\桌面\dac\512mdata\tile_013844\tile_013844.shp
tile_013845,Guangdong,row=508;col=940,64775.835,0.247100,297,D:\桌面\dac\512mdata\tile_013845,D:\桌面\dac\512mdata\tile_013845\tile_013845.shp
tile_013846,Guangdong,row=508;col=941,97615.925,0.372375,638,D:\桌面\dac\512mdata\tile_013846,D:\桌面\dac\512mdata\tile_013846\tile_013846.shp
tile_013847,Guangdong,row=508;col=942,78013.360,0.297597,439,D:\桌面\dac\512mdata\tile_013847,D:\桌面\dac\512mdata\tile_013847\tile_013847.shp
tile_013848,Guangdong,row=508;col=943,97291.127,0.371136,604,D:\桌面\dac\512mdata\tile_013848,D:\桌面\dac\512mdata\tile_013848\tile_013848.shp
tile_013849,Guangdong,row=508;col=944,64142.484,0.244684,239,D:\桌面\dac\512mdata\tile_013849,D:\桌面\dac\512mdata\tile_013849\tile_013849.shp
tile_013850,Guangdong,row=508;col=950,66223.497,0.252623,477,D:\桌面\dac\512mdata\tile_013850,D:\桌面\dac\512mdata\tile_013850\tile_013850.shp
tile_013851,Guangdong,row=508;col=951,55154.070,0.210396,334,D:\桌面\dac\512mdata\tile_013851,D:\桌面\dac\512mdata\tile_013851\tile_013851.shp
tile_013852,Guangdong,row=508;col=952,73915.446,0.281965,361,D:\桌面\dac\512mdata\tile_013852,D:\桌面\dac\512mdata\tile_013852\tile_013852.shp
tile_013853,Guangdong,row=508;col=953,87211.749,0.332686,418,D:\桌面\dac\512mdata\tile_013853,D:\桌面\dac\512mdata\tile_013853\tile_013853.shp
tile_013854,Guangdong,row=508;col=956,66910.682,0.255244,228,D:\桌面\dac\512mdata\tile_013854,D:\桌面\dac\512mdata\tile_013854\tile_013854.shp
tile_013855,Guangdong,row=508;col=961,56171.060,0.214276,187,D:\桌面\dac\512mdata\tile_013855,D:\桌面\dac\512mdata\tile_013855\tile_013855.shp
tile_013856,Guangdong,row=508;col=962,81779.734,0.311965,239,D:\桌面\dac\512mdata\tile_013856,D:\桌面\dac\512mdata\tile_013856\tile_013856.shp
tile_013857,Guangdong,row=508;col=963,59294.510,0.226191,290,D:\桌面\dac\512mdata\tile_013857,D:\桌面\dac\512mdata\tile_013857\tile_013857.shp
tile_013858,Guangdong,row=508;col=971,53000.738,0.202182,283,D:\桌面\dac\512mdata\tile_013858,D:\桌面\dac\512mdata\tile_013858\tile_013858.shp
tile_013859,Guangdong,row=508;col=975,55788.408,0.212816,48,D:\桌面\dac\512mdata\tile_013859,D:\桌面\dac\512mdata\tile_013859\tile_013859.shp
tile_013860,Guangdong,row=508;col=1203,54686.915,0.208614,560,D:\桌面\dac\512mdata\tile_013860,D:\桌面\dac\512mdata\tile_013860\tile_013860.shp
tile_013861,Guangdong,row=509;col=568,70905.839,0.270484,709,D:\桌面\dac\512mdata\tile_013861,D:\桌面\dac\512mdata\tile_013861\tile_013861.shp
tile_013862,Guangdong,row=509;col=672,65394.430,0.249460,192,D:\桌面\dac\512mdata\tile_013862,D:\桌面\dac\512mdata\tile_013862\tile_013862.shp
tile_013863,Guangdong,row=509;col=701,57124.803,0.217914,339,D:\桌面\dac\512mdata\tile_013863,D:\桌面\dac\512mdata\tile_013863\tile_013863.shp
tile_013864,Guangdong,row=509;col=715,76355.648,0.291274,182,D:\桌面\dac\512mdata\tile_013864,D:\桌面\dac\512mdata\tile_013864\tile_013864.shp
tile_013865,Guangdong,row=509;col=727,66119.770,0.252227,112,D:\桌面\dac\512mdata\tile_013865,D:\桌面\dac\512mdata\tile_013865\tile_013865.shp
tile_013866,Guangdong,row=509;col=728,106655.708,0.406859,105,D:\桌面\dac\512mdata\tile_013866,D:\桌面\dac\512mdata\tile_013866\tile_013866.shp
tile_013867,Guangdong,row=509;col=729,98609.952,0.376167,143,D:\桌面\dac\512mdata\tile_013867,D:\桌面\dac\512mdata\tile_013867\tile_013867.shp
tile_013868,Guangdong,row=509;col=730,96432.913,0.367862,242,D:\桌面\dac\512mdata\tile_013868,D:\桌面\dac\512mdata\tile_013868\tile_013868.shp
tile_013869,Guangdong,row=509;col=735,130989.375,0.499685,265,D:\桌面\dac\512mdata\tile_013869,D:\桌面\dac\512mdata\tile_013869\tile_013869.shp
tile_013870,Guangdong,row=509;col=736,94294.716,0.359706,344,D:\桌面\dac\512mdata\tile_013870,D:\桌面\dac\512mdata\tile_013870\tile_013870.shp
tile_013871,Guangdong,row=509;col=737,97025.642,0.370123,301,D:\桌面\dac\512mdata\tile_013871,D:\桌面\dac\512mdata\tile_013871\tile_013871.shp
tile_013872,Guangdong,row=509;col=738,91614.014,0.349480,187,D:\桌面\dac\512mdata\tile_013872,D:\桌面\dac\512mdata\tile_013872\tile_013872.shp
tile_013873,Guangdong,row=509;col=740,65824.799,0.251102,379,D:\桌面\dac\512mdata\tile_013873,D:\桌面\dac\512mdata\tile_013873\tile_013873.shp
