site_id,tile,tile_number,split,split_index,site_index,quadrant,tx_x_m,tx_y_m,tx_row_px,tx_col_px,tx_height_m,effective_power_db,azimuth_0_deg,azimuth_1_deg,azimuth_2_deg,azimuth_3_deg,sample_path
tile_001225_site01,tile_001225,1225,train,964,1,radius_064_128m,161.087225342,189.410988926,80.147252769,39.771806335,116.000000,45.941779665,62,101,128,155,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001225_site01.npz
tile_001225_site02,tile_001225,1225,train,964,2,radius_128_192m,315.194176378,406.149922157,25.962519461,78.298544094,116.000000,53.463251902,92,139,293,298,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001225_site02.npz
tile_001225_site03,tile_001225,1225,train,964,3,radius_192_271m,420.203073791,412.178245348,24.455438663,104.550768448,116.000000,61.190695890,218,264,277,341,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001225_site03.npz
tile_001226_site00,tile_001226,1226,train,965,0,radius_000_064m,311.044916154,235.430931167,68.642267208,77.261229038,65.000000,47.200406553,64,97,145,249,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001226_site00.npz
tile_001226_site01,tile_001226,1226,train,965,1,radius_064_128m,135.877265906,218.780871457,72.804782136,33.469316477,65.000000,64.499605706,11,46,302,346,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001226_site01.npz
tile_001226_site02,tile_001226,1226,train,965,2,radius_128_192m,130.621686572,397.207207058,28.198198236,32.155421643,65.000000,69.120512988,91,190,209,350,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001226_site02.npz
tile_001226_site03,tile_001226,1226,train,965,3,radius_192_271m,67.575064381,103.932399955,101.516900011,16.393766095,65.000000,40.216876600,45,49,77,342,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001226_site03.npz
tile_001227_site00,tile_001227,1227,train,966,0,radius_000_064m,274.948453881,251.936333330,64.515916668,68.237113470,50.000000,42.826098568,96,97,302,332,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001227_site00.npz
tile_001227_site01,tile_001227,1227,train,966,1,radius_064_128m,201.497069044,147.848588724,90.537852819,49.874267261,50.000000,38.935199205,77,172,186,303,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001227_site01.npz
tile_001227_site02,tile_001227,1227,train,966,2,radius_128_192m,344.015398534,355.049096714,38.737725821,85.503849633,50.000000,35.885472436,46,55,63,350,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001227_site02.npz
tile_001227_site03,tile_001227,1227,train,966,3,radius_192_271m,443.311932172,162.052973269,86.986756683,110.327983043,50.000000,49.317668590,145,157,193,255,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001227_site03.npz
tile_001228_site00,tile_001228,1228,train,967,0,radius_000_064m,279.400250413,314.366527679,48.908368080,69.350062603,56.000000,48.217788442,126,247,261,355,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001228_site00.npz
tile_001228_site01,tile_001228,1228,train,967,1,radius_064_128m,257.485949341,157.314863520,88.171284120,63.871487335,56.000000,58.308412315,105,126,174,338,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001228_site01.npz
tile_001228_site02,tile_001228,1228,train,967,2,radius_128_192m,128.313094419,399.351732066,27.662066983,31.578273605,56.000000,44.823275389,60,109,115,206,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001228_site02.npz
tile_001228_site03,tile_001228,1228,train,967,3,radius_192_271m,409.076161242,405.857094741,26.035726315,101.769040311,56.000000,41.611925418,0,29,299,317,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001228_site03.npz
tile_001229_site00,tile_001229,1229,train,968,0,radius_000_064m,229.676415868,204.865180967,76.283704758,56.919103967,47.000000,65.647911212,26,90,330,357,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001229_site00.npz
tile_001229_site01,tile_001229,1229,train,968,1,radius_064_128m,326.353453146,218.989194507,72.752701373,81.088363287,47.000000,55.544592292,36,58,135,253,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001229_site01.npz
tile_001229_site02,tile_001229,1229,train,968,2,radius_128_192m,288.502238528,384.269176146,31.432705963,71.625559632,47.000000,42.686670548,111,250,251,315,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001229_site02.npz
tile_001229_site03,tile_001229,1229,train,968,3,radius_192_271m,65.398851149,69.597984659,110.100503835,15.849712787,47.000000,49.097616641,47,58,112,131,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001229_site03.npz
tile_001230_site00,tile_001230,1230,train,969,0,radius_000_064m,294.022178010,251.388427607,64.652893098,73.005544502,26.000000,53.735272732,43,137,139,302,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001230_site00.npz
tile_001230_site01,tile_001230,1230,train,969,1,radius_064_128m,231.260448563,179.203949692,82.699012577,57.315112141,26.000000,35.410262573,100,191,246,300,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001230_site01.npz
tile_001230_site02,tile_001230,1230,train,969,2,radius_128_192m,251.601434558,102.734963634,101.816259091,62.400358639,26.000000,48.924095087,213,245,248,325,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001230_site02.npz
tile_001230_site03,tile_001230,1230,train,969,3,radius_192_271m,73.811896931,395.666931265,28.583267184,17.952974233,26.000000,49.853106368,73,132,203,251,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001230_site03.npz
tile_001231_site00,tile_001231,1231,train,970,0,radius_000_064m,193.194531217,258.167364436,62.958158891,47.798632804,26.000000,55.866883690,53,66,286,332,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001231_site00.npz
tile_001231_site01,tile_001231,1231,train,970,1,radius_064_128m,326.290262535,184.799305148,81.300173713,81.072565634,26.000000,67.410802890,54,67,151,192,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001231_site01.npz
tile_001231_site02,tile_001231,1231,train,970,2,radius_128_192m,446.691112918,253.216550274,64.195862432,111.172778230,26.000000,52.648175614,124,190,227,308,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001231_site02.npz
tile_001231_site03,tile_001231,1231,train,970,3,radius_192_271m,90.853952073,370.471616265,34.882095934,22.213488018,26.000000,38.764153534,35,76,142,167,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001231_site03.npz
tile_001232_site00,tile_001232,1232,train,971,0,radius_000_064m,247.615353918,265.709445252,61.072638687,61.403838480,83.000000,68.068229212,212,228,247,337,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001232_site00.npz
tile_001232_site01,tile_001232,1232,train,971,1,radius_064_128m,224.824351389,145.289853662,91.177536584,55.706087847,83.000000,49.843936291,160,207,260,313,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001232_site01.npz
tile_001232_site02,tile_001232,1232,train,971,2,radius_128_192m,268.254797556,384.704099469,31.323975133,66.563699389,83.000000,56.334686380,32,116,207,347,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001232_site02.npz
tile_001232_site03,tile_001232,1232,train,971,3,radius_192_271m,113.388576831,411.192061860,24.701984535,27.847144208,83.000000,62.622097522,41,63,183,262,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001232_site03.npz
tile_001233_site00,tile_001233,1233,train,972,0,radius_000_064m,256.993139434,200.956268082,77.260932979,63.748284858,92.000000,48.324965469,182,195,228,349,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001233_site00.npz
tile_001233_site01,tile_001233,1233,train,972,1,radius_064_128m,159.428286009,178.498400152,82.875399962,39.357071502,92.000000,61.844541350,4,12,237,323,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001233_site01.npz
tile_001233_site02,tile_001233,1233,train,972,2,radius_128_192m,320.084928404,418.601739661,22.849565085,79.521232101,92.000000,66.663753316,87,122,207,302,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001233_site02.npz
tile_001233_site03,tile_001233,1233,train,972,3,radius_192_271m,427.375815399,113.740050938,99.064987266,106.343953850,92.000000,39.599883867,13,178,270,318,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001233_site03.npz
tile_001234_site00,tile_001234,1234,train,973,0,radius_000_064m,279.457970627,219.601877303,72.599530674,69.364492657,80.000000,56.700818749,6,36,105,186,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001234_site00.npz
tile_001234_site01,tile_001234,1234,train,973,1,radius_064_128m,204.457847345,296.089441771,53.477639557,50.614461836,80.000000,44.810900167,61,213,275,339,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001234_site01.npz
tile_001234_site02,tile_001234,1234,train,973,2,radius_128_192m,415.312821691,277.530282820,58.117429295,103.328205423,80.000000,41.726514317,11,78,314,341,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001234_site02.npz
tile_001234_site03,tile_001234,1234,train,973,3,radius_192_271m,162.910591939,72.627225538,109.343193615,40.227647985,80.000000,57.067233252,24,165,227,309,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001234_site03.npz
tile_001237_site00,tile_001237,1237,train,974,0,radius_000_064m,239.436902068,262.415305275,61.896173681,59.359225517,116.000000,40.729689989,153,272,331,348,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001237_site00.npz
tile_001237_site01,tile_001237,1237,train,974,1,radius_064_128m,201.020698159,157.885633847,88.028591538,49.755174540,116.000000,36.873366277,1,57,167,257,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001237_site01.npz
tile_001237_site02,tile_001237,1237,train,974,2,radius_128_192m,380.053985210,156.157192858,88.460701786,94.513496303,116.000000,39.328677081,3,187,263,316,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001237_site02.npz
tile_001237_site03,tile_001237,1237,train,974,3,radius_192_271m,396.579904296,71.774399748,109.556400063,98.644976074,116.000000,62.976744172,175,236,288,326,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001237_site03.npz
tile_001238_site00,tile_001238,1238,train,975,0,radius_000_064m,222.408235589,273.352693451,59.161826637,55.102058897,71.000000,53.752416235,35,58,201,342,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001238_site00.npz
tile_001238_site01,tile_001238,1238,train,975,1,radius_064_128m,136.908513586,225.087726668,71.228068333,33.727128396,71.000000,50.631197557,113,217,247,271,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001238_site01.npz
tile_001238_site02,tile_001238,1238,train,975,2,radius_128_192m,108.446874453,331.107686178,44.723078455,26.611718613,71.000000,60.046967511,78,132,313,354,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001238_site02.npz
tile_001238_site03,tile_001238,1238,train,975,3,radius_192_271m,338.649774578,435.294421204,18.676394699,84.162443644,71.000000,63.211644692,41,46,54,138,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001238_site03.npz
tile_001239_site00,tile_001239,1239,train,976,0,radius_000_064m,210.630581568,295.338869300,53.665282675,52.157645392,65.000000,47.033518632,130,215,222,253,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001239_site00.npz
tile_001239_site01,tile_001239,1239,train,976,1,radius_064_128m,355.194565326,222.144941478,71.963764631,88.298641331,65.000000,56.122119834,14,237,312,349,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001239_site01.npz
tile_001239_site02,tile_001239,1239,train,976,2,radius_128_192m,412.332418021,163.937254947,86.515686263,102.583104505,65.000000,48.055704082,47,160,166,243,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001239_site02.npz
tile_001239_site03,tile_001239,1239,train,976,3,radius_192_271m,401.611234985,430.089328985,19.977667754,99.902808746,65.000000,47.120871337,174,266,272,357,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001239_site03.npz
tile_001241_site00,tile_001241,1241,train,977,0,radius_000_064m,242.481775591,264.407600200,61.398099950,60.120443898,71.000000,44.997093648,42,94,107,319,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001241_site00.npz
tile_001241_site01,tile_001241,1241,train,977,1,radius_064_128m,244.884434688,375.557612533,33.610596867,60.721108672,71.000000,60.805555232,109,172,242,351,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001241_site01.npz
tile_001241_site02,tile_001241,1241,train,977,2,radius_128_192m,411.587895804,164.422495711,86.394376072,102.396973951,71.000000,46.640677766,3,85,154,266,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001241_site02.npz
tile_001241_site03,tile_001241,1241,train,977,3,radius_192_271m,79.051419574,386.198854560,30.950286360,19.262854893,71.000000,39.850170318,96,107,169,176,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001241_site03.npz
tile_001242_site00,tile_001242,1242,train,978,0,radius_000_064m,202.109222033,266.513935034,60.871516242,50.027305508,116.000000,63.058970120,87,89,211,310,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001242_site00.npz
tile_001242_site01,tile_001242,1242,train,978,1,radius_064_128m,255.107863554,369.870474908,35.032381273,63.276965888,116.000000,56.883021507,266,284,288,323,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001242_site01.npz
tile_001242_site02,tile_001242,1242,train,978,2,radius_128_192m,316.286057368,421.029409379,22.242647655,78.571514342,116.000000,37.924379172,35,143,207,359,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001242_site02.npz
tile_001242_site03,tile_001242,1242,train,978,3,radius_192_271m,425.318893201,158.123070893,87.969232277,105.829723300,116.000000,47.336311982,84,141,313,355,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001242_site03.npz
tile_001243_site00,tile_001243,1243,train,979,0,radius_000_064m,261.787914596,283.453782797,56.636554301,64.946978649,47.000000,61.653139899,91,142,198,291,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001243_site00.npz
tile_001243_site01,tile_001243,1243,train,979,1,radius_064_128m,326.925161729,190.401014519,79.899746370,81.231290432,47.000000,47.790758874,14,15,229,239,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001243_site01.npz
tile_001243_site02,tile_001243,1243,train,979,2,radius_128_192m,339.508198250,118.017126585,97.995718354,84.377049562,47.000000,46.767910421,27,36,85,208,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001243_site02.npz
tile_001243_site03,tile_001243,1243,train,979,3,radius_192_271m,447.991267728,116.156466645,98.460883339,111.497816932,47.000000,54.655093797,156,300,304,359,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001243_site03.npz
tile_001244_site00,tile_001244,1244,train,980,0,radius_000_064m,236.591473619,228.055160497,70.486209876,58.647868405,32.000000,52.468378907,15,315,322,339,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001244_site00.npz
tile_001244_site01,tile_001244,1244,train,980,1,radius_064_128m,142.720191133,251.640509339,64.589872665,35.180047783,32.000000,44.298815142,20,219,323,357,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001244_site01.npz
tile_001244_site02,tile_001244,1244,train,980,2,radius_128_192m,419.581465440,196.675183364,78.331204159,104.395366360,32.000000,68.682481716,157,233,258,325,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001244_site02.npz
tile_001244_site03,tile_001244,1244,train,980,3,radius_192_271m,81.491156731,390.520675580,29.869831105,19.872789183,32.000000,47.893953298,113,168,222,270,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001244_site03.npz
tile_001245_site00,tile_001245,1245,train,981,0,radius_000_064m,238.263423169,219.246841546,72.688289614,59.065855792,32.000000,48.842401374,103,146,182,253,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001245_site00.npz
tile_001245_site01,tile_001245,1245,train,981,1,radius_064_128m,340.980041484,188.066491662,80.483377085,84.745010371,32.000000,50.413330483,88,155,313,331,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001245_site01.npz
tile_001245_site02,tile_001245,1245,train,981,2,radius_128_192m,414.922105244,216.936802446,73.265799388,103.230526311,32.000000,47.454351492,91,104,269,321,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001245_site02.npz
tile_001245_site03,tile_001245,1245,train,981,3,radius_192_271m,152.804053019,72.297881404,109.425529649,37.701013255,32.000000,49.196189272,61,153,288,351,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001245_site03.npz
tile_001246_site00,tile_001246,1246,train,982,0,radius_000_064m,223.730528463,245.182391025,66.204402244,55.432632116,26.000000,61.448813964,10,87,110,142,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001246_site00.npz
tile_001246_site01,tile_001246,1246,train,982,1,radius_064_128m,174.429670269,327.681706503,45.579573374,43.107417567,26.000000,63.465163428,12,128,194,284,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001246_site01.npz
tile_001246_site02,tile_001246,1246,train,982,2,radius_128_192m,162.839959479,416.555434379,23.361141405,40.209989870,26.000000,58.394480083,48,107,135,266,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001246_site02.npz
tile_001246_site03,tile_001246,1246,train,982,3,radius_192_271m,288.401129318,65.351498001,111.162125500,71.600282329,26.000000,57.157427357,224,266,314,355,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001246_site03.npz
tile_001247_site00,tile_001247,1247,train,983,0,radius_000_064m,208.713924519,215.680318554,73.579920361,51.678481130,116.000000,38.042265487,24,174,225,357,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001247_site00.npz
tile_001247_site01,tile_001247,1247,train,983,1,radius_064_128m,225.188048468,142.667683248,91.833079188,55.797012117,116.000000,42.072234214,2,93,294,335,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001247_site01.npz
tile_001247_site02,tile_001247,1247,train,983,2,radius_128_192m,436.264876606,295.769176755,53.557705811,108.566219152,116.000000,48.141595308,42,198,225,239,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001247_site02.npz
tile_001247_site03,tile_001247,1247,train,983,3,radius_192_271m,425.544967461,102.526808029,101.868297993,105.886241865,116.000000,50.192878570,64,73,220,240,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001247_site03.npz
tile_001248_site00,tile_001248,1248,train,984,0,radius_000_064m,300.911144592,218.234779990,72.941305003,74.727786148,47.000000,52.382545841,144,187,198,273,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001248_site00.npz
tile_001248_site01,tile_001248,1248,train,984,1,radius_064_128m,358.832015543,276.451390044,58.387152489,89.208003886,47.000000,35.827318190,8,42,45,291,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001248_site01.npz
tile_001248_site02,tile_001248,1248,train,984,2,radius_128_192m,407.171392404,372.867870623,34.283032344,101.292848101,47.000000,68.220391564,68,109,147,299,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001248_site02.npz
tile_001248_site03,tile_001248,1248,train,984,3,radius_192_271m,364.996330433,82.546160044,106.863459989,90.749082608,47.000000,51.775872921,107,117,267,346,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001248_site03.npz
tile_001250_site00,tile_001250,1250,train,985,0,radius_000_064m,280.763747898,268.215590091,60.446102477,69.690936974,95.000000,38.701323242,254,280,302,348,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001250_site00.npz
tile_001250_site01,tile_001250,1250,train,985,1,radius_064_128m,165.460940056,304.424399358,51.393900161,40.865235014,95.000000,40.488645380,66,119,161,325,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001250_site01.npz
tile_001250_site02,tile_001250,1250,train,985,2,radius_128_192m,241.733947607,69.232777262,110.191805684,59.933486902,95.000000,53.631885964,39,85,223,262,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001250_site02.npz
tile_001250_site03,tile_001250,1250,train,985,3,radius_192_271m,78.701814940,162.639260043,86.840184989,19.175453735,95.000000,45.413459451,29,88,151,171,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001250_site03.npz
tile_001251_site00,tile_001251,1251,train,986,0,radius_000_064m,297.393074952,209.964595804,75.008851049,73.848268738,29.000000,35.963436000,0,64,267,293,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001251_site00.npz
tile_001251_site01,tile_001251,1251,train,986,1,radius_064_128m,167.609177354,311.854529811,49.536367547,41.402294339,29.000000,68.022480095,11,131,163,252,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001251_site01.npz
tile_001251_site02,tile_001251,1251,train,986,2,radius_128_192m,240.965985121,115.087048609,98.728237848,59.741496280,29.000000,52.012179566,85,122,135,186,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001251_site02.npz
tile_001251_site03,tile_001251,1251,train,986,3,radius_192_271m,394.469473075,88.731274097,105.317181476,98.117368269,29.000000,51.165369368,108,122,124,311,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001251_site03.npz
tile_001252_site00,tile_001252,1252,train,987,0,radius_000_064m,281.028629131,256.348271948,63.412932013,69.757157283,62.000000,69.264326581,203,222,257,295,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001252_site00.npz
tile_001252_site01,tile_001252,1252,train,987,1,radius_064_128m,170.683203067,197.199540092,78.200114977,42.170800767,62.000000,68.403124242,5,24,306,319,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001252_site01.npz
tile_001252_site02,tile_001252,1252,train,987,2,radius_128_192m,204.457558638,96.148867619,103.462783095,50.614389660,62.000000,47.929576991,178,206,236,309,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001252_site02.npz
tile_001252_site03,tile_001252,1252,train,987,3,radius_192_271m,346.472170394,430.501830966,19.874542259,86.118042599,62.000000,60.111919497,28,59,100,135,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001252_site03.npz
tile_001253_site00,tile_001253,1253,train,988,0,radius_000_064m,287.111130650,245.364404374,66.158898907,71.277782662,23.000000,47.745508354,198,211,214,340,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001253_site00.npz
tile_001253_site01,tile_001253,1253,train,988,1,radius_064_128m,164.895758336,311.117190198,49.720702451,40.723939584,23.000000,69.818426197,81,105,252,359,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001253_site01.npz
tile_001253_site02,tile_001253,1253,train,988,2,radius_128_192m,276.050845303,127.431901352,95.642024662,68.512711326,23.000000,52.459956670,94,223,264,289,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001253_site02.npz
tile_001253_site03,tile_001253,1253,train,988,3,radius_192_271m,375.998274599,417.335794474,23.166051381,93.499568650,23.000000,37.817438005,127,194,218,349,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001253_site03.npz
tile_001254_site00,tile_001254,1254,train,989,0,radius_000_064m,296.652500175,290.425481434,54.893629642,73.663125044,26.000000,47.977216615,66,216,230,291,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001254_site00.npz
tile_001254_site01,tile_001254,1254,train,989,1,radius_064_128m,334.251875516,206.389699065,75.902575234,83.062968879,26.000000,48.201633469,28,132,185,275,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001254_site01.npz
tile_001254_site02,tile_001254,1254,train,989,2,radius_128_192m,234.847437748,391.323936266,29.669015933,58.211859437,26.000000,47.758587807,47,157,244,276,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001254_site02.npz
tile_001254_site03,tile_001254,1254,train,989,3,radius_192_271m,370.782291648,422.852317504,21.786920624,92.195572912,26.000000,45.751412554,111,149,195,301,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001254_site03.npz
tile_001255_site00,tile_001255,1255,train,990,0,radius_000_064m,226.973144647,256.339122572,63.415219357,56.243286162,29.000000,50.840623363,129,155,331,335,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001255_site00.npz
tile_001255_site01,tile_001255,1255,train,990,1,radius_064_128m,215.362303209,144.455060810,91.386234798,53.340575802,29.000000,42.813773585,224,278,354,357,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001255_site01.npz
tile_001255_site02,tile_001255,1255,train,990,2,radius_128_192m,175.460208664,420.017680931,22.495579767,43.365052166,29.000000,62.795838438,23,265,269,318,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001255_site02.npz
tile_001255_site03,tile_001255,1255,train,990,3,radius_192_271m,71.023585861,346.871036175,40.782240956,17.255896465,29.000000,36.939649318,17,157,269,319,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001255_site03.npz
tile_001256_site00,tile_001256,1256,train,991,0,radius_000_064m,293.786646407,260.061584505,62.484603874,72.946661602,83.000000,46.130296694,224,235,251,270,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001256_site00.npz
tile_001256_site01,tile_001256,1256,train,991,1,radius_064_128m,278.748990918,138.194170123,92.951457469,69.187247729,83.000000,69.594895766,44,57,68,180,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001256_site01.npz
tile_001256_site02,tile_001256,1256,train,991,2,radius_128_192m,116.203081796,202.609669763,76.847582559,28.550770449,83.000000,68.651338007,61,89,298,315,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001256_site02.npz
tile_001256_site03,tile_001256,1256,train,991,3,radius_192_271m,165.822879307,81.655138852,107.086215287,40.955719827,83.000000,65.463979054,36,122,161,306,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001256_site03.npz
tile_001257_site00,tile_001257,1257,train,992,0,radius_000_064m,257.220618458,227.513239328,70.621690168,63.805154614,92.000000,58.031860190,12,255,306,333,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001257_site00.npz
tile_001257_site01,tile_001257,1257,train,992,1,radius_064_128m,324.098765740,234.110040853,68.972489787,80.524691435,92.000000,40.761496729,0,144,156,216,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001257_site01.npz
tile_001257_site02,tile_001257,1257,train,992,2,radius_128_192m,170.207855700,112.684091170,99.328977208,42.051963925,92.000000,51.229203031,33,53,64,110,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001257_site02.npz
tile_001257_site03,tile_001257,1257,train,992,3,radius_192_271m,442.559229180,411.739750598,24.565062351,110.139807295,92.000000,40.156113809,82,296,309,310,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001257_site03.npz
tile_001258_site00,tile_001258,1258,train,993,0,radius_000_064m,245.327337253,219.518893601,72.620276600,60.831834313,44.000000,36.878923073,99,193,315,324,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001258_site00.npz
tile_001258_site01,tile_001258,1258,train,993,1,radius_064_128m,143.175573453,214.796453067,73.800886733,35.293893363,44.000000,54.235618781,32,90,189,198,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001258_site01.npz
tile_001258_site02,tile_001258,1258,train,993,2,radius_128_192m,181.651002032,90.742808574,104.814297856,44.912750508,44.000000,49.272247700,30,207,236,309,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001258_site02.npz
tile_001258_site03,tile_001258,1258,train,993,3,radius_192_271m,356.325039338,90.471391121,104.882152220,88.581259835,44.000000,68.761039438,60,246,280,345,D:\桌面\dac\bs_inversion_scale4_v1\samples\train\tile_001258_site03.npz
