tile,split,block_x,block_y,center_x,center_y,source_dir
tile_014870,train,114,1229,235308.255,2518784.000,D:\桌面\dac\prepared_4m\tile_014870
tile_014871,train,115,1229,237312.000,2518784.000,D:\桌面\dac\prepared_4m\tile_014871
tile_014872,train,118,1229,241920.000,2518796.796,D:\桌面\dac\prepared_4m\tile_014872
tile_014873,train,121,1229,248064.000,2518784.000,D:\桌面\dac\prepared_4m\tile_014873
tile_014874,train,125,1229,256768.000,2518784.000,D:\桌面\dac\prepared_4m\tile_014874
tile_014875,val,141,1229,289024.000,2518784.000,D:\桌面\dac\prepared_4m\tile_014875
tile_014876,val,141,1229,289536.000,2518784.000,D:\桌面\dac\prepared_4m\tile_014876
tile_014877,train,2,1230,5888.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014877
tile_014878,train,3,1230,6400.000,2519322.122,D:\桌面\dac\prepared_4m\tile_014878
tile_014879,train,4,1230,8448.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014879
tile_014880,train,38,1230,79616.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014880
tile_014881,val,39,1230,80128.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014881
tile_014882,val,39,1230,80640.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014882
tile_014883,val,39,1230,81152.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014883
tile_014884,val,39,1230,81664.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014884
tile_014885,train,40,1230,82176.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014885
tile_014886,train,42,1230,87808.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014886
tile_014887,train,43,1230,88320.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014887
tile_014888,train,56,1230,115498.638,2519296.000,D:\桌面\dac\prepared_4m\tile_014888
tile_014889,train,56,1230,115968.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014889
tile_014890,test,57,1230,117504.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014890
tile_014891,test,57,1230,118016.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014891
tile_014892,test,57,1230,118528.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014892
tile_014893,train,59,1230,121600.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014893
tile_014894,train,59,1230,122624.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014894
tile_014895,val,61,1230,126720.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014895
tile_014896,train,82,1230,169738.772,2519296.000,D:\桌面\dac\prepared_4m\tile_014896
tile_014897,train,83,1230,170240.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014897
tile_014898,train,83,1230,170752.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014898
tile_014899,train,83,1230,171264.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014899
tile_014900,train,83,1230,171776.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014900
tile_014901,train,84,1230,172288.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014901
tile_014902,train,84,1230,172800.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014902
tile_014903,train,85,1230,174848.000,2519305.416,D:\桌面\dac\prepared_4m\tile_014903
tile_014904,train,85,1230,175360.000,2519329.031,D:\桌面\dac\prepared_4m\tile_014904
tile_014905,train,85,1230,175872.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014905
tile_014906,train,86,1230,176384.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014906
tile_014907,train,86,1230,177408.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014907
tile_014908,train,88,1230,180480.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014908
tile_014909,train,88,1230,180992.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014909
tile_014910,train,88,1230,181504.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014910
tile_014911,train,94,1230,193280.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014911
tile_014912,train,94,1230,193792.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014912
tile_014913,test,95,1230,196352.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014913
tile_014914,train,98,1230,201472.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014914
tile_014915,train,98,1230,201984.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014915
tile_014916,test,100,1230,206080.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014916
tile_014917,train,101,1230,207104.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014917
tile_014918,train,101,1230,207616.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014918
tile_014919,train,101,1230,208128.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014919
tile_014920,train,102,1230,209152.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014920
tile_014921,train,102,1230,209664.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014921
tile_014922,train,105,1230,216320.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014922
tile_014923,train,105,1230,216832.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014923
tile_014924,train,106,1230,217344.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014924
tile_014925,val,107,1230,220928.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014925
tile_014926,train,108,1230,221440.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014926
tile_014927,train,108,1230,221952.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014927
tile_014928,test,109,1230,224512.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014928
tile_014929,test,109,1230,225024.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014929
tile_014930,train,110,1230,225536.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014930
tile_014931,train,111,1230,228608.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014931
tile_014932,train,111,1230,229120.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014932
tile_014933,train,112,1230,229632.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014933
tile_014934,train,112,1230,230144.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014934
tile_014935,train,113,1230,232704.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014935
tile_014936,train,114,1230,233728.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014936
tile_014937,train,114,1230,235264.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014937
tile_014938,test,115,1230,235776.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014938
tile_014939,test,115,1230,236288.000,2519296.397,D:\桌面\dac\prepared_4m\tile_014939
tile_014940,train,117,1230,239872.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014940
tile_014941,train,117,1230,240384.000,2519303.246,D:\桌面\dac\prepared_4m\tile_014941
tile_014942,train,117,1230,241408.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014942
tile_014943,train,125,1230,256768.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014943
tile_014944,train,141,1230,289024.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014944
tile_014945,train,141,1230,289536.000,2519296.000,D:\桌面\dac\prepared_4m\tile_014945
tile_014946,train,2,1230,5888.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014946
tile_014947,train,4,1230,9472.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014947
tile_014948,train,10,1230,21802.335,2519833.949,D:\桌面\dac\prepared_4m\tile_014948
tile_014949,val,39,1230,80640.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014949
tile_014950,val,39,1230,81152.566,2519808.000,D:\桌面\dac\prepared_4m\tile_014950
tile_014951,val,39,1230,81664.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014951
tile_014952,train,40,1230,82688.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014952
tile_014953,train,42,1230,87808.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014953
tile_014954,train,43,1230,88320.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014954
tile_014955,train,54,1230,111893.757,2519808.000,D:\桌面\dac\prepared_4m\tile_014955
tile_014956,train,55,1230,113433.648,2519808.000,D:\桌面\dac\prepared_4m\tile_014956
tile_014957,train,56,1230,115456.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014957
tile_014958,train,56,1230,115968.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014958
tile_014959,test,57,1230,116992.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014959
tile_014960,train,58,1230,119552.000,2519868.301,D:\桌面\dac\prepared_4m\tile_014960
tile_014961,val,61,1230,125696.000,2519932.587,D:\桌面\dac\prepared_4m\tile_014961
tile_014962,val,61,1230,126208.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014962
tile_014963,train,82,1230,168192.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014963
tile_014964,train,83,1230,171776.000,2519874.671,D:\桌面\dac\prepared_4m\tile_014964
tile_014965,train,84,1230,172288.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014965
tile_014966,train,84,1230,173859.304,2519808.000,D:\桌面\dac\prepared_4m\tile_014966
tile_014967,train,85,1230,174336.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014967
tile_014968,train,85,1230,174848.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014968
tile_014969,train,85,1230,175360.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014969
tile_014970,train,86,1230,177408.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014970
tile_014971,train,86,1230,177920.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014971
tile_014972,test,87,1230,178432.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014972
tile_014973,test,87,1230,178944.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014973
tile_014974,train,88,1230,180992.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014974
tile_014975,train,88,1230,181504.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014975
tile_014976,train,88,1230,182016.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014976
tile_014977,train,89,1230,183040.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014977
tile_014978,train,90,1230,185600.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014978
tile_014979,train,90,1230,186112.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014979
tile_014980,train,91,1230,186643.553,2519811.158,D:\桌面\dac\prepared_4m\tile_014980
tile_014981,train,94,1230,194304.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014981
tile_014982,test,95,1230,194816.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014982
tile_014983,train,97,1230,199424.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014983
tile_014984,train,97,1230,199936.000,2519863.778,D:\桌面\dac\prepared_4m\tile_014984
tile_014985,train,98,1230,201472.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014985
tile_014986,train,98,1230,201984.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014986
tile_014987,train,98,1230,202496.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014987
tile_014988,train,99,1230,203008.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014988
tile_014989,train,99,1230,204032.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014989
tile_014990,train,99,1230,204544.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014990
tile_014991,test,100,1230,205056.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014991
tile_014992,test,100,1230,205568.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014992
tile_014993,test,100,1230,206080.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014993
tile_014994,test,100,1230,206592.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014994
tile_014995,train,101,1230,207616.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014995
tile_014996,train,101,1230,208128.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014996
tile_014997,train,102,1230,209152.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014997
tile_014998,val,107,1230,220416.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014998
tile_014999,train,108,1230,221440.000,2519808.000,D:\桌面\dac\prepared_4m\tile_014999
tile_015000,train,108,1230,221952.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015000
tile_015001,train,108,1230,222464.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015001
tile_015002,train,108,1230,222976.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015002
tile_015003,test,109,1230,223488.000,2519813.784,D:\桌面\dac\prepared_4m\tile_015003
tile_015004,test,109,1230,224000.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015004
tile_015005,test,109,1230,224512.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015005
tile_015006,test,109,1230,225024.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015006
tile_015007,train,111,1230,228608.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015007
tile_015008,train,112,1230,230656.000,2519816.190,D:\桌面\dac\prepared_4m\tile_015008
tile_015009,train,112,1230,231168.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015009
tile_015010,train,113,1230,231680.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015010
tile_015011,train,113,1230,232704.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015011
tile_015012,train,113,1230,233216.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015012
tile_015013,train,114,1230,233728.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015013
tile_015014,test,115,1230,236288.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015014
tile_015015,train,117,1230,240384.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015015
tile_015016,train,117,1230,240896.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015016
tile_015017,train,141,1230,289536.000,2519808.000,D:\桌面\dac\prepared_4m\tile_015017
tile_015018,train,145,1230,298240.000,2519945.025,D:\桌面\dac\prepared_4m\tile_015018
tile_015019,val,39,1230,81152.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015019
tile_015020,train,40,1230,82176.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015020
tile_015021,val,41,1230,85760.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015021
tile_015022,train,49,1230,100608.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015022
tile_015023,train,49,1230,101120.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015023
tile_015024,train,51,1230,105728.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015024
tile_015025,train,54,1230,110848.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015025
tile_015026,train,54,1230,111360.000,2520320.117,D:\桌面\dac\prepared_4m\tile_015026
tile_015027,train,54,1230,111872.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015027
tile_015028,train,56,1230,114944.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015028
tile_015029,train,56,1230,115456.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015029
tile_015030,train,56,1230,115968.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015030
tile_015031,test,57,1230,116992.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015031
tile_015032,test,57,1230,117504.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015032
tile_015033,test,57,1230,118016.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015033
tile_015034,test,57,1230,118528.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015034
tile_015035,train,58,1230,119040.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015035
tile_015036,train,58,1230,119552.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015036
tile_015037,train,58,1230,120064.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015037
tile_015038,train,59,1230,121088.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015038
tile_015039,train,59,1230,121600.000,2520322.624,D:\桌面\dac\prepared_4m\tile_015039
tile_015040,train,59,1230,122112.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015040
tile_015041,train,59,1230,122624.000,2520341.458,D:\桌面\dac\prepared_4m\tile_015041
tile_015042,train,60,1230,123136.000,2520379.394,D:\桌面\dac\prepared_4m\tile_015042
tile_015043,train,60,1230,123648.000,2520558.229,D:\桌面\dac\prepared_4m\tile_015043
tile_015044,val,61,1230,125184.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015044
tile_015045,val,61,1230,125696.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015045
tile_015046,val,61,1230,126208.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015046
tile_015047,val,61,1230,126720.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015047
tile_015048,train,78,1230,161536.000,2520324.695,D:\桌面\dac\prepared_4m\tile_015048
tile_015049,train,82,1230,168192.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015049
tile_015050,train,82,1230,169216.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015050
tile_015051,train,82,1230,169728.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015051
tile_015052,train,83,1230,170752.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015052
tile_015053,train,83,1230,171264.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015053
tile_015054,train,83,1230,171776.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015054
tile_015055,train,84,1230,172288.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015055
tile_015056,train,84,1230,172800.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015056
tile_015057,train,84,1230,173312.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015057
tile_015058,train,85,1230,174848.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015058
tile_015059,train,85,1230,175360.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015059
tile_015060,train,86,1230,177920.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015060
tile_015061,test,87,1230,178432.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015061
tile_015062,train,88,1230,180480.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015062
tile_015063,train,88,1230,180992.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015063
tile_015064,train,88,1230,181504.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015064
tile_015065,train,89,1230,183040.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015065
tile_015066,train,90,1230,185600.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015066
tile_015067,train,90,1230,186112.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015067
tile_015068,test,95,1230,195328.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015068
tile_015069,train,96,1230,197888.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015069
tile_015070,train,96,1230,198400.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015070
tile_015071,train,97,1230,198912.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015071
tile_015072,train,97,1230,199424.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015072
tile_015073,train,97,1230,199936.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015073
tile_015074,train,97,1230,200448.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015074
tile_015075,train,98,1230,201472.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015075
tile_015076,train,98,1230,201984.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015076
tile_015077,train,98,1230,202496.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015077
tile_015078,train,99,1230,203008.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015078
tile_015079,train,99,1230,203520.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015079
tile_015080,train,99,1230,204032.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015080
tile_015081,train,99,1230,204544.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015081
tile_015082,test,100,1230,205056.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015082
tile_015083,train,101,1230,207616.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015083
tile_015084,train,101,1230,208128.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015084
tile_015085,val,107,1230,220416.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015085
tile_015086,val,107,1230,220928.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015086
tile_015087,train,108,1230,221440.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015087
tile_015088,train,108,1230,221952.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015088
tile_015089,train,108,1230,222976.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015089
tile_015090,test,109,1230,223488.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015090
tile_015091,test,109,1230,224000.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015091
tile_015092,test,109,1230,224512.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015092
tile_015093,test,109,1230,225024.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015093
tile_015094,train,110,1230,225536.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015094
tile_015095,train,111,1230,229120.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015095
tile_015096,train,112,1230,229632.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015096
tile_015097,train,112,1230,230144.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015097
tile_015098,train,112,1230,231168.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015098
tile_015099,train,113,1230,231680.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015099
tile_015100,train,114,1230,233728.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015100
tile_015101,train,114,1230,234253.715,2520320.000,D:\桌面\dac\prepared_4m\tile_015101
tile_015102,test,115,1230,235776.000,2520343.769,D:\桌面\dac\prepared_4m\tile_015102
tile_015103,test,115,1230,236288.000,2520343.243,D:\桌面\dac\prepared_4m\tile_015103
tile_015104,train,117,1230,240384.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015104
tile_015105,train,117,1230,240896.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015105
tile_015106,train,126,1230,258816.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015106
tile_015107,train,136,1230,280320.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015107
tile_015108,train,138,1230,282880.000,2520467.701,D:\桌面\dac\prepared_4m\tile_015108
tile_015109,train,145,1230,298240.000,2520320.000,D:\桌面\dac\prepared_4m\tile_015109
tile_015110,train,184,1230,377624.703,2520320.000,D:\桌面\dac\prepared_4m\tile_015110
tile_015111,train,-22,1230,-44288.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015111
tile_015112,val,-16,1230,-32000.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015112
tile_015113,val,-16,1230,-31488.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015113
tile_015114,val,39,1230,81152.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015114
tile_015115,train,40,1230,83712.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015115
tile_015116,val,41,1230,84736.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015116
tile_015117,train,42,1230,86272.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015117
tile_015118,train,42,1230,86784.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015118
tile_015119,train,42,1230,87296.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015119
tile_015120,train,42,1230,87808.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015120
tile_015121,train,54,1230,110848.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015121
tile_015122,train,54,1230,111360.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015122
tile_015123,train,56,1230,114944.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015123
tile_015124,train,56,1230,116480.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015124
tile_015125,test,57,1230,116992.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015125
tile_015126,test,57,1230,117504.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015126
tile_015127,test,57,1230,118528.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015127
tile_015128,train,58,1230,119040.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015128
tile_015129,train,58,1230,119552.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015129
tile_015130,train,58,1230,120064.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015130
tile_015131,train,59,1230,121088.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015131
tile_015132,train,59,1230,121600.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015132
tile_015133,train,59,1230,122112.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015133
tile_015134,train,59,1230,122624.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015134
tile_015135,train,60,1230,123136.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015135
tile_015136,train,60,1230,123648.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015136
tile_015137,train,60,1230,124160.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015137
tile_015138,val,61,1230,125184.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015138
tile_015139,val,61,1230,125696.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015139
tile_015140,val,61,1230,126208.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015140
tile_015141,val,61,1230,126720.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015141
tile_015142,test,62,1230,127232.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015142
tile_015143,train,81,1230,166144.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015143
tile_015144,train,82,1230,168192.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015144
tile_015145,train,82,1230,168704.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015145
tile_015146,train,82,1230,169216.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015146
tile_015147,train,82,1230,169728.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015147
tile_015148,train,83,1230,170240.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015148
tile_015149,train,84,1230,172800.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015149
tile_015150,train,84,1230,173312.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015150
tile_015151,train,85,1230,174336.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015151
tile_015152,train,85,1230,174848.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015152
tile_015153,train,85,1230,175360.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015153
tile_015154,train,86,1230,177920.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015154
tile_015155,test,87,1230,178432.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015155
tile_015156,train,88,1230,180480.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015156
tile_015157,train,88,1230,180992.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015157
tile_015158,train,88,1230,181504.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015158
tile_015159,train,88,1230,182016.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015159
tile_015160,train,89,1230,183040.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015160
tile_015161,train,90,1230,185088.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015161
tile_015162,train,90,1230,185600.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015162
tile_015163,train,96,1230,197376.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015163
tile_015164,train,96,1230,197888.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015164
tile_015165,train,96,1230,198400.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015165
tile_015166,train,97,1230,199424.000,2520832.000,D:\桌面\dac\prepared_4m\tile_015166
