tile,split,status,valid_gain_pixels,seconds,error
tile_013909,train,ok,13107,0.006,
tile_013910,test,ok,10401,0.007,
tile_013911,test,ok,11817,0.007,
tile_013912,test,ok,11510,0.008,
tile_013913,test,ok,12105,0.007,
tile_013914,train,ok,9344,0.006,
tile_013915,train,ok,12510,0.008,
tile_013916,train,ok,12361,0.006,
tile_013917,train,ok,11145,0.006,
tile_013918,train,ok,10102,0.007,
tile_013919,train,ok,12437,0.007,
tile_013920,train,ok,10983,0.007,
tile_013921,train,ok,11026,0.007,
tile_013922,train,ok,12451,0.007,
tile_013923,train,ok,11703,0.008,
tile_013924,test,ok,12418,0.008,
tile_013925,train,ok,12362,0.007,
tile_013926,train,ok,11502,0.007,
tile_013927,train,ok,12787,0.008,
tile_013928,train,ok,12255,0.007,
tile_013929,train,ok,11935,0.007,
tile_013930,train,ok,12562,0.006,
tile_013931,train,ok,11481,0.007,
tile_013932,train,ok,8657,0.007,
tile_013933,train,ok,12638,0.008,
tile_013934,train,ok,12103,0.007,
tile_013935,train,ok,8830,0.007,
tile_013936,train,ok,13027,0.006,
tile_013937,train,ok,11562,0.007,
tile_013938,train,ok,11689,0.006,
tile_013939,train,ok,11549,0.007,
tile_013940,train,ok,12930,0.007,
tile_013941,train,ok,12807,0.007,
tile_013942,train,ok,10417,0.007,
tile_013943,train,ok,10561,0.006,
tile_013944,train,ok,11630,0.007,
tile_013945,train,ok,10512,0.007,
tile_013946,train,ok,10788,0.006,
tile_013947,train,ok,12533,0.006,
tile_013948,train,ok,12159,0.006,
tile_013949,train,ok,12722,0.006,
tile_013950,train,ok,9460,0.006,
tile_013951,train,ok,12439,0.007,
tile_013952,train,ok,12394,0.007,
tile_013953,train,ok,11904,0.006,
tile_013954,train,ok,10956,0.007,
tile_013955,train,ok,12933,0.006,
tile_013956,train,ok,12202,0.006,
tile_013957,train,ok,9989,0.008,
tile_013958,train,ok,11721,0.006,
tile_013959,train,ok,10794,0.008,
tile_013960,train,ok,9955,0.007,
tile_013961,train,ok,12899,0.007,
tile_013962,train,ok,11590,0.007,
tile_013963,train,ok,11092,0.006,
tile_013964,train,ok,12649,0.007,
tile_013965,train,ok,12919,0.006,
tile_013966,train,ok,11611,0.007,
tile_013967,train,ok,10789,0.009,
tile_013968,train,ok,12160,0.007,
tile_013969,train,ok,11468,0.009,
tile_013970,train,ok,11610,0.008,
tile_013971,train,ok,12709,0.007,
tile_013972,train,ok,11996,0.006,
tile_013973,train,ok,10671,0.007,
tile_013974,train,ok,11734,0.006,
tile_013975,train,ok,12465,0.006,
tile_013976,train,ok,11552,0.008,
tile_013977,train,ok,12355,0.007,
tile_013978,train,ok,12881,0.007,
tile_013979,test,ok,12964,0.007,
tile_013980,test,ok,11106,0.006,
tile_013981,test,ok,12585,0.006,
tile_013982,test,ok,10016,0.008,
tile_013983,train,ok,12962,0.006,
tile_013984,train,ok,12842,0.008,
tile_013985,train,ok,10183,0.007,
tile_013986,train,ok,11403,0.006,
tile_013987,train,ok,11570,0.006,
tile_013988,train,ok,12367,0.006,
tile_013989,train,ok,11638,0.007,
tile_013990,train,ok,10079,0.007,
tile_013991,train,ok,10119,0.006,
tile_013992,train,ok,11541,0.007,
tile_013993,train,ok,11993,0.006,
tile_013994,train,ok,12686,0.006,
tile_013995,test,ok,13073,0.006,
tile_013996,test,ok,12055,0.006,
tile_013997,test,ok,9933,0.006,
tile_013998,train,ok,11670,0.006,
tile_013999,train,ok,10741,0.008,
tile_014000,train,ok,11049,0.007,
tile_014001,train,ok,12056,0.008,
tile_014002,train,ok,13180,0.007,
tile_014003,train,ok,13175,0.006,
tile_014004,train,ok,11054,0.007,
tile_014005,train,ok,12182,0.008,
tile_014006,train,ok,10866,0.009,
tile_014007,val,ok,12188,0.009,
tile_014008,test,ok,12602,0.009,
tile_014009,train,ok,13064,0.007,
tile_014010,train,ok,12319,0.008,
tile_014011,train,ok,10550,0.008,
tile_014012,train,ok,12983,0.009,
tile_014013,train,ok,12492,0.011,
tile_014014,train,ok,12166,0.01,
tile_014015,train,ok,11664,0.009,
tile_014016,train,ok,13103,0.01,
tile_014017,train,ok,12233,0.009,
tile_014018,train,ok,12219,0.009,
tile_014019,train,ok,11082,0.01,
tile_014020,train,ok,11438,0.01,
tile_014021,train,ok,11498,0.012,
tile_014022,train,ok,12849,0.01,
tile_014023,train,ok,11192,0.012,
tile_014024,train,ok,12851,0.01,
tile_014025,train,ok,10623,0.009,
tile_014026,train,ok,12428,0.011,
tile_014027,train,ok,13090,0.011,
tile_014028,train,ok,11084,0.011,
tile_014029,train,ok,10717,0.009,
tile_014030,train,ok,11440,0.01,
tile_014031,train,ok,11221,0.008,
tile_014032,train,ok,13035,0.007,
tile_014033,train,ok,13073,0.006,
tile_014034,train,ok,12858,0.008,
tile_014035,train,ok,10044,0.006,
tile_014036,train,ok,12462,0.007,
tile_014037,train,ok,11129,0.008,
tile_014038,train,ok,9322,0.007,
tile_014039,train,ok,10302,0.008,
tile_014040,train,ok,12268,0.009,
tile_014041,train,ok,8238,0.008,
tile_014042,train,ok,12425,0.006,
tile_014043,train,ok,11479,0.006,
tile_014044,train,ok,11448,0.007,
tile_014045,train,ok,11678,0.007,
tile_014046,train,ok,11208,0.007,
tile_014047,train,ok,10767,0.008,
tile_014048,train,ok,11741,0.006,
tile_014049,train,ok,11179,0.006,
tile_014050,train,ok,10425,0.006,
tile_014051,train,ok,10132,0.008,
tile_014052,train,ok,10676,0.008,
tile_014053,test,ok,9756,0.008,
tile_014054,train,ok,12630,0.008,
tile_014055,train,ok,12994,0.007,
tile_014056,train,ok,12618,0.007,
tile_014057,val,ok,12098,0.007,
tile_014058,val,ok,11968,0.008,
tile_014059,val,ok,12011,0.007,
tile_014060,train,ok,12250,0.006,
tile_014061,train,ok,10715,0.007,
tile_014062,train,ok,10780,0.008,
tile_014063,test,ok,12851,0.008,
tile_014064,test,ok,10203,0.007,
tile_014065,test,ok,11854,0.006,
tile_014066,train,ok,11521,0.007,
tile_014067,train,ok,9994,0.007,
tile_014068,train,ok,12185,0.007,
tile_014069,train,ok,13094,0.007,
tile_014070,train,ok,11210,0.006,
tile_014071,train,ok,12687,0.008,
tile_014072,val,ok,12392,0.01,
tile_014073,val,ok,11466,0.009,
tile_014074,val,ok,11652,0.008,
tile_014075,val,ok,12604,0.008,
tile_014076,test,ok,13136,0.008,
tile_014077,train,ok,11479,0.007,
tile_014078,train,ok,11787,0.007,
tile_014079,train,ok,11679,0.007,
tile_014080,train,ok,12230,0.007,
tile_014081,train,ok,11890,0.008,
tile_014082,train,ok,11730,0.007,
tile_014083,test,ok,12447,0.007,
tile_014084,test,ok,12520,0.008,
tile_014085,test,ok,12818,0.008,
tile_014086,train,ok,11284,0.007,
tile_014087,train,ok,13041,0.008,
tile_014088,train,ok,10987,0.008,
tile_014089,train,ok,11530,0.008,
tile_014090,train,ok,13038,0.008,
tile_014091,train,ok,11030,0.007,
tile_014092,train,ok,13016,0.007,
tile_014093,train,ok,12659,0.006,
tile_014094,train,ok,12464,0.009,
tile_014095,train,ok,12546,0.006,
tile_014096,train,ok,11822,0.006,
tile_014097,train,ok,12103,0.007,
tile_014098,train,ok,12701,0.006,
tile_014099,train,ok,11799,0.007,
tile_014100,train,ok,12945,0.007,
tile_014101,train,ok,11440,0.008,
tile_014102,train,ok,11708,0.008,
tile_014103,train,ok,11348,0.008,
tile_014104,train,ok,11259,0.009,
tile_014105,train,ok,10909,0.006,
tile_014106,train,ok,9769,0.006,
tile_014107,train,ok,11163,0.008,
tile_014108,train,ok,12171,0.008,
tile_014109,train,ok,8958,0.009,
tile_014110,train,ok,10718,0.008,
tile_014111,train,ok,8435,0.009,
tile_014112,train,ok,11254,0.008,
tile_014113,train,ok,12599,0.007,
tile_014114,train,ok,10974,0.009,
tile_014115,train,ok,11799,0.008,
tile_014116,train,ok,12852,0.009,
tile_014117,train,ok,12660,0.01,
tile_014118,train,ok,10301,0.008,
tile_014119,train,ok,11114,0.008,
tile_014120,train,ok,12375,0.008,
tile_014121,train,ok,11865,0.008,
tile_014122,train,ok,11947,0.008,
tile_014123,train,ok,10862,0.008,
tile_014124,train,ok,10534,0.007,
tile_014125,train,ok,12171,0.008,
tile_014126,train,ok,12769,0.008,
tile_014127,train,ok,9489,0.008,
tile_014128,train,ok,10694,0.007,
tile_014129,train,ok,10983,0.007,
tile_014130,train,ok,10778,0.007,
tile_014131,train,ok,12347,0.007,
tile_014132,train,ok,11099,0.007,
tile_014133,test,ok,10926,0.007,
tile_014134,train,ok,12739,0.007,
tile_014135,train,ok,12463,0.008,
tile_014136,train,ok,12496,0.008,
tile_014137,val,ok,11818,0.007,
tile_014138,val,ok,12442,0.006,
tile_014139,val,ok,10334,0.007,
tile_014140,val,ok,11875,0.007,
tile_014141,train,ok,11564,0.006,
tile_014142,train,ok,11560,0.007,
tile_014143,train,ok,12210,0.007,
tile_014144,train,ok,12494,0.009,
tile_014145,test,ok,13051,0.008,
tile_014146,train,ok,12921,0.009,
tile_014147,train,ok,11358,0.008,
tile_014148,train,ok,10067,0.006,
tile_014149,train,ok,11954,0.006,
tile_014150,train,ok,10253,0.006,
tile_014151,train,ok,12439,0.008,
tile_014152,val,ok,9973,0.006,
tile_014153,val,ok,9616,0.006,
tile_014154,val,ok,11687,0.008,
tile_014155,test,ok,11631,0.007,
tile_014156,train,ok,10052,0.008,
tile_014157,train,ok,11810,0.008,
tile_014158,train,ok,12251,0.008,
tile_014159,train,ok,11453,0.007,
tile_014160,train,ok,11844,0.007,
tile_014161,train,ok,12833,0.006,
tile_014162,test,ok,13006,0.006,
tile_014163,test,ok,12932,0.008,
tile_014164,test,ok,12628,0.007,
tile_014165,train,ok,10737,0.008,
tile_014166,train,ok,9530,0.007,
tile_014167,train,ok,10682,0.007,
tile_014168,train,ok,12162,0.009,
tile_014169,train,ok,12648,0.008,
tile_014170,train,ok,12816,0.008,
tile_014171,train,ok,12264,0.007,
tile_014172,train,ok,12192,0.007,
tile_014173,train,ok,12930,0.006,
tile_014174,train,ok,11557,0.008,
tile_014175,train,ok,12264,0.007,
tile_014176,train,ok,11828,0.007,
tile_014177,train,ok,12564,0.008,
tile_014178,train,ok,11207,0.007,
tile_014179,train,ok,10553,0.007,
tile_014180,train,ok,11820,0.01,
tile_014181,train,ok,11752,0.009,
tile_014182,train,ok,11644,0.007,
tile_014183,train,ok,12856,0.007,
tile_014184,train,ok,12413,0.007,
tile_014185,train,ok,12593,0.006,
tile_014186,train,ok,12413,0.007,
tile_014187,train,ok,10237,0.007,
tile_014188,train,ok,12582,0.008,
tile_014189,train,ok,8816,0.008,
tile_014190,val,ok,8933,0.008,
tile_014191,val,ok,10570,0.007,
tile_014192,val,ok,9369,0.007,
tile_014193,val,ok,9792,0.007,
tile_014194,test,ok,12005,0.006,
tile_014195,train,ok,9669,0.006,
tile_014196,train,ok,8692,0.008,
tile_014197,train,ok,11761,0.007,
tile_014198,train,ok,12481,0.007,
tile_014199,train,ok,11256,0.006,
tile_014200,train,ok,10977,0.007,
tile_014201,train,ok,12946,0.007,
tile_014202,train,ok,11704,0.007,
tile_014203,test,ok,12590,0.007,
tile_014204,test,ok,10034,0.007,
tile_014205,test,ok,11381,0.006,
tile_014206,test,ok,10546,0.006,
tile_014207,train,ok,13142,0.006,
tile_014208,train,ok,11477,0.006,
tile_014209,train,ok,13010,0.006,
tile_014210,train,ok,12940,0.006,
tile_014211,train,ok,12960,0.006,
tile_014212,train,ok,12251,0.006,
tile_014213,test,ok,13057,0.007,
tile_014214,test,ok,11978,0.006,
tile_014215,train,ok,12298,0.006,
tile_014216,train,ok,12887,0.006,
tile_014217,train,ok,12602,0.008,
tile_014218,train,ok,12260,0.006,
tile_014219,train,ok,11052,0.008,
tile_014220,train,ok,13040,0.007,
tile_014221,val,ok,11715,0.007,
tile_014222,val,ok,12325,0.008,
tile_014223,val,ok,12635,0.007,
tile_014224,test,ok,10563,0.008,
tile_014225,test,ok,11864,0.007,
tile_014226,test,ok,12294,0.007,
tile_014227,test,ok,10828,0.006,
tile_014228,train,ok,12710,0.007,
tile_014229,train,ok,11134,0.007,
tile_014230,train,ok,10282,0.006,
tile_014231,train,ok,11158,0.006,
tile_014232,train,ok,9613,0.007,
tile_014233,train,ok,11055,0.007,
tile_014234,train,ok,13117,0.007,
tile_014235,train,ok,11915,0.006,
tile_014236,train,ok,11672,0.006,
tile_014237,train,ok,11812,0.006,
tile_014238,train,ok,12177,0.006,
tile_014239,train,ok,10173,0.006,
tile_014240,train,ok,9694,0.006,
tile_014241,train,ok,11604,0.006,
tile_014242,train,ok,12512,0.006,
tile_014243,train,ok,11750,0.006,
tile_014244,train,ok,12094,0.007,
tile_014245,train,ok,12231,0.007,
tile_014246,train,ok,11717,0.007,
tile_014247,train,ok,12880,0.006,
tile_014248,train,ok,12519,0.006,
tile_014249,train,ok,12228,0.006,
tile_014250,train,ok,12706,0.006,
tile_014251,train,ok,12636,0.006,
tile_014252,train,ok,13096,0.007,
tile_014253,train,ok,11887,0.006,
tile_014254,val,ok,12609,0.008,
tile_014255,val,ok,10607,0.008,
tile_014256,val,ok,12278,0.007,
tile_014257,val,ok,12138,0.006,
tile_014258,train,ok,11904,0.006,
tile_014259,train,ok,11383,0.008,
tile_014260,train,ok,12650,0.007,
tile_014261,train,ok,11683,0.006,
tile_014262,train,ok,9643,0.006,
tile_014263,train,ok,11612,0.007,
tile_014264,train,ok,11143,0.008,
tile_014265,train,ok,9210,0.006,
tile_014266,train,ok,12366,0.006,
tile_014267,train,ok,11789,0.006,
tile_014268,train,ok,10559,0.008,
tile_014269,train,ok,11603,0.008,
tile_014270,train,ok,12715,0.009,
tile_014271,train,ok,12458,0.01,
tile_014272,train,ok,9924,0.009,
tile_014273,train,ok,10208,0.009,
tile_014274,val,ok,12523,0.008,
tile_014275,val,ok,10409,0.009,
tile_014276,val,ok,11508,0.009,
tile_014277,train,ok,11711,0.01,
tile_014278,train,ok,12950,0.008,
tile_014279,train,ok,12504,0.009,
tile_014280,train,ok,12271,0.009,
tile_014281,train,ok,11778,0.008,
tile_014282,train,ok,10238,0.008,
tile_014283,train,ok,11503,0.015,
tile_014284,train,ok,10492,0.015,
tile_014285,train,ok,12397,0.015,
tile_014286,test,ok,12141,0.014,
tile_014287,test,ok,12484,0.008,
tile_014288,test,ok,12803,0.008,
tile_014289,train,ok,9970,0.009,
tile_014290,train,ok,11573,0.011,
tile_014291,train,ok,12493,0.008,
tile_014292,train,ok,11534,0.008,
tile_014293,train,ok,10438,0.008,
tile_014294,train,ok,9519,0.007,
tile_014295,train,ok,13109,0.008,
tile_014296,train,ok,10749,0.008,
tile_014297,train,ok,12140,0.008,
tile_014298,train,ok,12211,0.007,
tile_014299,train,ok,11982,0.007,
tile_014300,train,ok,12617,0.007,
tile_014301,test,ok,11179,0.007,
tile_014302,train,ok,10648,0.007,
tile_014303,train,ok,10638,0.006,
tile_014304,train,ok,11879,0.006,
tile_014305,train,ok,11573,0.006,
tile_014306,train,ok,12235,0.006,
tile_014307,train,ok,12464,0.006,
tile_014308,val,ok,11555,0.006,
tile_014309,val,ok,11383,0.006,
tile_014310,val,ok,10128,0.006,
tile_014311,train,ok,11664,0.006,
tile_014312,test,ok,11579,0.006,
tile_014313,test,ok,12647,0.006,
tile_014314,test,ok,12376,0.007,
tile_014315,train,ok,10766,0.007,
tile_014316,train,ok,12874,0.007,
tile_014317,train,ok,10281,0.006,
tile_014318,train,ok,11152,0.006,
tile_014319,train,ok,9969,0.008,
tile_014320,train,ok,9269,0.007,
tile_014321,train,ok,10865,0.006,
tile_014322,train,ok,13021,0.006,
tile_014323,train,ok,12870,0.007,
tile_014324,train,ok,12297,0.006,
tile_014325,train,ok,12552,0.006,
tile_014326,train,ok,12174,0.006,
tile_014327,train,ok,12730,0.007,
tile_014328,train,ok,12453,0.008,
tile_014329,train,ok,11435,0.009,
tile_014330,train,ok,12432,0.009,
tile_014331,train,ok,12566,0.009,
tile_014332,train,ok,11120,0.009,
tile_014333,train,ok,10820,0.008,
tile_014334,train,ok,12542,0.009,
tile_014335,train,ok,11678,0.009,
tile_014336,train,ok,10879,0.009,
tile_014337,train,ok,12383,0.009,
tile_014338,val,ok,11374,0.01,
tile_014339,train,ok,12893,0.008,
tile_014340,train,ok,12977,0.01,
tile_014341,train,ok,13103,0.009,
tile_014342,train,ok,11984,0.01,
tile_014343,train,ok,11999,0.011,
tile_014344,train,ok,10119,0.009,
tile_014345,train,ok,13093,0.011,
tile_014346,train,ok,12721,0.01,
tile_014347,train,ok,12958,0.01,
tile_014348,train,ok,12111,0.01,
tile_014349,train,ok,12922,0.01,
tile_014350,train,ok,12670,0.011,
tile_014351,train,ok,12696,0.012,
tile_014352,train,ok,12487,0.011,
tile_014353,train,ok,9481,0.011,
tile_014354,train,ok,11323,0.009,
tile_014355,train,ok,11732,0.011,
tile_014356,train,ok,12913,0.011,
tile_014357,train,ok,9867,0.01,
tile_014358,train,ok,12326,0.01,
tile_014359,train,ok,12745,0.011,
tile_014360,train,ok,11819,0.011,
tile_014361,train,ok,10564,0.011,
tile_014362,train,ok,9293,0.011,
tile_014363,val,ok,11008,0.009,
tile_014364,val,ok,12795,0.01,
tile_014365,val,ok,11008,0.009,
tile_014366,val,ok,11539,0.008,
tile_014367,train,ok,10945,0.01,
tile_014368,train,ok,13099,0.009,
tile_014369,train,ok,12630,0.01,
tile_014370,test,ok,13028,0.009,
tile_014371,train,ok,12862,0.008,
tile_014372,train,ok,13039,0.01,
tile_014373,train,ok,12533,0.008,
tile_014374,train,ok,12247,0.009,
tile_014375,train,ok,12193,0.011,
tile_014376,test,ok,10212,0.01,
tile_014377,test,ok,11509,0.009,
tile_014378,test,ok,12750,0.009,
tile_014379,test,ok,11750,0.01,
tile_014380,train,ok,12865,0.01,
tile_014381,train,ok,11901,0.008,
tile_014382,train,ok,10903,0.01,
tile_014383,train,ok,12587,0.009,
tile_014384,train,ok,12270,0.008,
tile_014385,train,ok,9963,0.009,
tile_014386,train,ok,12317,0.009,
tile_014387,train,ok,12974,0.008,
tile_014388,train,ok,11303,0.008,
tile_014389,train,ok,11634,0.008,
tile_014390,train,ok,11273,0.007,
tile_014391,train,ok,11927,0.008,
tile_014392,train,ok,10164,0.007,
tile_014393,train,ok,12792,0.007,
tile_014394,train,ok,11694,0.008,
tile_014395,train,ok,12046,0.008,
tile_014396,test,ok,11305,0.007,
tile_014397,train,ok,12267,0.007,
tile_014398,train,ok,9921,0.007,
tile_014399,train,ok,10385,0.007,
tile_014400,train,ok,11718,0.008,
tile_014401,train,ok,10881,0.007,
tile_014402,val,ok,11897,0.006,
tile_014403,val,ok,12358,0.008,
tile_014404,val,ok,10772,0.009,
tile_014405,val,ok,10425,0.008,
tile_014406,train,ok,10871,0.009,
tile_014407,test,ok,10936,0.007,
tile_014408,test,ok,12079,0.007,
tile_014409,train,ok,11268,0.007,
tile_014410,train,ok,10928,0.007,
tile_014411,train,ok,11737,0.008,
tile_014412,train,ok,10810,0.008,
tile_014413,train,ok,10323,0.007,
tile_014414,train,ok,11094,0.007,
tile_014415,train,ok,12162,0.008,
tile_014416,train,ok,12939,0.007,
tile_014417,train,ok,13038,0.008,
tile_014418,train,ok,12877,0.008,
tile_014419,train,ok,11737,0.009,
tile_014420,train,ok,12189,0.009,
tile_014421,train,ok,12912,0.008,
tile_014422,train,ok,9414,0.009,
tile_014423,train,ok,10749,0.007,
tile_014424,train,ok,11585,0.007,
tile_014425,train,ok,9695,0.007,
tile_014426,train,ok,9953,0.008,
tile_014427,train,ok,10090,0.007,
tile_014428,train,ok,12428,0.007,
tile_014429,train,ok,11365,0.007,
tile_014430,train,ok,12358,0.009,
tile_014431,train,ok,12843,0.008,
tile_014432,val,ok,10826,0.007,
tile_014433,train,ok,11713,0.009,
tile_014434,train,ok,11311,0.008,
tile_014435,train,ok,7571,0.007,
tile_014436,train,ok,12686,0.008,
tile_014437,train,ok,12941,0.009,
tile_014438,train,ok,11928,0.009,
tile_014439,train,ok,12836,0.009,
tile_014440,val,ok,12312,0.008,
tile_014441,train,ok,12457,0.008,
tile_014442,train,ok,11939,0.008,
tile_014443,train,ok,12412,0.007,
tile_014444,train,ok,12278,0.008,
tile_014445,train,ok,12947,0.008,
tile_014446,train,ok,12759,0.008,
tile_014447,train,ok,9008,0.009,
tile_014448,train,ok,10393,0.008,
tile_014449,train,ok,10348,0.006,
tile_014450,train,ok,11308,0.008,
tile_014451,train,ok,11909,0.009,
tile_014452,train,ok,9449,0.008,
tile_014453,train,ok,12500,0.008,
tile_014454,train,ok,11508,0.011,
tile_014455,train,ok,12285,0.01,
tile_014456,train,ok,12703,0.01,
tile_014457,train,ok,11506,0.011,
tile_014458,train,ok,13081,0.011,
tile_014459,train,ok,11163,0.009,
tile_014460,val,ok,11302,0.011,
tile_014461,val,ok,11788,0.01,
tile_014462,val,ok,9958,0.01,
tile_014463,val,ok,9766,0.012,
tile_014464,train,ok,11437,0.009,
tile_014465,train,ok,12382,0.011,
tile_014466,train,ok,11864,0.011,
tile_014467,train,ok,11596,0.011,
tile_014468,train,ok,11824,0.01,
tile_014469,train,ok,10107,0.01,
tile_014470,train,ok,11242,0.009,
tile_014471,test,ok,11978,0.009,
tile_014472,test,ok,13085,0.009,
tile_014473,test,ok,8504,0.009,
tile_014474,test,ok,12809,0.01,
tile_014475,train,ok,12409,0.01,
tile_014476,train,ok,10233,0.008,
tile_014477,train,ok,12957,0.011,
tile_014478,train,ok,10647,0.009,
tile_014479,train,ok,11687,0.01,
tile_014480,train,ok,10791,0.009,
tile_014481,train,ok,11719,0.011,
tile_014482,train,ok,12216,0.009,
tile_014483,train,ok,10120,0.008,
tile_014484,train,ok,10907,0.009,
tile_014485,train,ok,13015,0.008,
tile_014486,train,ok,12285,0.009,
tile_014487,train,ok,11835,0.008,
tile_014488,train,ok,10470,0.009,
tile_014489,train,ok,12548,0.009,
tile_014490,train,ok,12153,0.009,
tile_014491,test,ok,12245,0.008,
tile_014492,test,ok,12416,0.008,
tile_014493,test,ok,9332,0.009,
tile_014494,train,ok,12163,0.01,
tile_014495,train,ok,12643,0.01,
tile_014496,train,ok,12519,0.01,
tile_014497,train,ok,10827,0.01,
tile_014498,train,ok,11172,0.009,
tile_014499,val,ok,12245,0.011,
tile_014500,val,ok,12844,0.011,
tile_014501,val,ok,11607,0.01,
tile_014502,train,ok,11535,0.01,
tile_014503,train,ok,11107,0.01,
tile_014504,test,ok,11654,0.01,
tile_014505,test,ok,12477,0.012,
tile_014506,train,ok,10351,0.012,
tile_014507,train,ok,9601,0.01,
tile_014508,train,ok,12725,0.01,
tile_014509,train,ok,12395,0.01,
tile_014510,train,ok,12804,0.011,
tile_014511,train,ok,12947,0.012,
tile_014512,train,ok,12933,0.01,
tile_014513,train,ok,13055,0.009,
tile_014514,train,ok,12678,0.01,
tile_014515,train,ok,12133,0.009,
tile_014516,train,ok,12542,0.01,
tile_014517,train,ok,10201,0.011,
tile_014518,train,ok,12720,0.01,
tile_014519,train,ok,10244,0.01,
tile_014520,train,ok,8986,0.01,
tile_014521,train,ok,10486,0.007,
tile_014522,train,ok,10464,0.009,
tile_014523,train,ok,12352,0.009,
tile_014524,train,ok,11335,0.008,
tile_014525,train,ok,11828,0.007,
tile_014526,train,ok,12242,0.009,
tile_014527,train,ok,9906,0.009,
tile_014528,train,ok,11580,0.008,
tile_014529,train,ok,10744,0.008,
tile_014530,train,ok,11898,0.009,
tile_014531,train,ok,12494,0.007,
tile_014532,val,ok,11753,0.008,
tile_014533,train,ok,9859,0.008,
tile_014534,train,ok,12143,0.007,
tile_014535,train,ok,8713,0.009,
tile_014536,train,ok,11750,0.008,
tile_014537,train,ok,12499,0.009,
tile_014538,train,ok,12244,0.009,
tile_014539,train,ok,10883,0.008,
tile_014540,test,ok,12706,0.009,
tile_014541,train,ok,12725,0.008,
tile_014542,train,ok,11856,0.008,
tile_014543,train,ok,12068,0.007,
tile_014544,train,ok,10168,0.008,
tile_014545,train,ok,7439,0.009,
tile_014546,train,ok,10924,0.006,
tile_014547,train,ok,12612,0.007,
tile_014548,train,ok,12244,0.008,
tile_014549,val,ok,11864,0.006,
tile_014550,val,ok,12562,0.007,
tile_014551,train,ok,12037,0.007,
tile_014552,train,ok,12243,0.006,
tile_014553,train,ok,12012,0.005,
tile_014554,train,ok,10728,0.008,
tile_014555,train,ok,11386,0.008,
tile_014556,train,ok,9697,0.006,
tile_014557,train,ok,8462,0.008,
tile_014558,train,ok,9477,0.006,
tile_014559,train,ok,10653,0.006,
tile_014560,train,ok,11501,0.006,
tile_014561,train,ok,12074,0.008,
tile_014562,train,ok,12857,0.007,
tile_014563,train,ok,12117,0.007,
tile_014564,train,ok,11952,0.007,
tile_014565,train,ok,11247,0.007,
tile_014566,train,ok,12594,0.007,
tile_014567,train,ok,12769,0.006,
tile_014568,train,ok,11706,0.007,
tile_014569,train,ok,11786,0.007,
tile_014570,train,ok,11695,0.006,
tile_014571,train,ok,12620,0.007,
tile_014572,train,ok,11509,0.008,
tile_014573,train,ok,12261,0.007,
tile_014574,val,ok,10967,0.007,
tile_014575,val,ok,9064,0.009,
tile_014576,val,ok,11098,0.006,
tile_014577,val,ok,12780,0.006,
tile_014578,train,ok,12836,0.01,
tile_014579,train,ok,12677,0.007,
tile_014580,train,ok,11725,0.007,
tile_014581,train,ok,12407,0.007,
tile_014582,train,ok,10269,0.008,
tile_014583,train,ok,9832,0.006,
tile_014584,test,ok,12355,0.007,
tile_014585,train,ok,13097,0.008,
tile_014586,train,ok,10769,0.006,
tile_014587,train,ok,9884,0.007,
tile_014588,test,ok,10909,0.007,
tile_014589,test,ok,11666,0.008,
tile_014590,test,ok,12529,0.008,
tile_014591,train,ok,12995,0.005,
tile_014592,train,ok,11746,0.006,
tile_014593,train,ok,13041,0.007,
tile_014594,train,ok,12664,0.008,
tile_014595,train,ok,12681,0.007,
tile_014596,train,ok,11683,0.008,
tile_014597,train,ok,10703,0.008,
tile_014598,train,ok,9522,0.007,
tile_014599,train,ok,12713,0.008,
tile_014600,train,ok,10874,0.008,
tile_014601,train,ok,10394,0.008,
tile_014602,train,ok,10755,0.008,
tile_014603,train,ok,11315,0.008,
tile_014604,train,ok,10823,0.01,
tile_014605,train,ok,11912,0.01,
tile_014606,train,ok,12522,0.01,
tile_014607,train,ok,12747,0.009,
tile_014608,train,ok,11346,0.01,
tile_014609,test,ok,12864,0.01,
tile_014610,test,ok,12654,0.01,
tile_014611,train,ok,12550,0.01,
tile_014612,train,ok,11484,0.011,
tile_014613,train,ok,12254,0.011,
tile_014614,train,ok,12842,0.011,
tile_014615,train,ok,12848,0.012,
tile_014616,train,ok,12677,0.01,
tile_014617,train,ok,12867,0.01,
tile_014618,train,ok,11535,0.009,
tile_014619,test,ok,12466,0.01,
tile_014620,test,ok,12817,0.008,
tile_014621,train,ok,12580,0.009,
tile_014622,train,ok,11797,0.01,
tile_014623,val,ok,11488,0.009,
tile_014624,val,ok,11253,0.01,
tile_014625,val,ok,11864,0.011,
tile_014626,train,ok,11749,0.01,
tile_014627,val,ok,12296,0.01,
tile_014628,train,ok,11547,0.013,
tile_014629,test,ok,12611,0.011,
tile_014630,test,ok,12451,0.011,
tile_014631,train,ok,11291,0.011,
tile_014632,train,ok,12656,0.011,
tile_014633,train,ok,11872,0.012,
tile_014634,train,ok,9340,0.011,
tile_014635,train,ok,8197,0.011,
tile_014636,train,ok,10121,0.011,
tile_014637,train,ok,10995,0.01,
tile_014638,train,ok,12615,0.009,
tile_014639,val,ok,9155,0.01,
tile_014640,val,ok,9239,0.01,
tile_014641,train,ok,11621,0.01,
tile_014642,train,ok,13135,0.01,
tile_014643,train,ok,9454,0.009,
